Titulo,Review,Calificacion,FechaEstadia,Ciudad,Atraccion,TituloReview
Debes ver,Muy divertido comprando y comiendo comida increíble. Salte del malecón y compre en el mercado de Cuale o camine un par de cuadras hasta la ciudad para encontrar la mejor comida.,5,2024-03-01,Puerto_vallarta,Vallarta Malecon Boardwalk,Debes ver. Muy divertido comprando y comiendo comida increíble. Salte del malecón y compre en el mercado de Cuale o camine un par de cuadras hasta la ciudad para encontrar la mejor comida.
Hermoso... todos tienen que irse.,Maravilloso paseo marítimo. .Definitivamente una necesidad de visitarMucho caminar. . . Utilicé una silla de ruedas y mi marido me empujó. . . Tomamos prestada una silla del resort. .,5,2024-03-01,Puerto_vallarta,Vallarta Malecon Boardwalk,Hermoso... todos tienen que irse. Maravilloso paseo marítimo. .Definitivamente una necesidad de visitarMucho caminar. . . Utilicé una silla de ruedas y mi marido me empujó. . . Tomamos prestada una silla del resort. .
Gran experiencia,Un paseo muy agradable por la bahía. Genial para observar a la gente. Ninguna visita al Malecón estaría completa sin ver a los Hombres Voladores de Papantlia. La realizan diariamente. También los caballitos de madera pintados en tamaño adulto. Diversión Diversión Diversión Vaya temprano en el día o temprano en la noche.,5,2024-02-01,Puerto_vallarta,Vallarta Malecon Boardwalk,Gran experiencia. Un paseo muy agradable por la bahía. Genial para observar a la gente. Ninguna visita al Malecón estaría completa sin ver a los Hombres Voladores de Papantlia. La realizan diariamente. También los caballitos de madera pintados en tamaño adulto. Diversión Diversión Diversión Vaya temprano en el día o temprano en la noche.
Bienvenidos al Malecón,"El comienzo del Malecón está a una corta caminata de 10 minutos desde Buganvilias Resort Vacation Club y si continúa su caminata podrá llegar al final del Malecón en 25 minutos. El final del Malecón es el comienzo de la Zona Romántica que exploraremos la próxima vez, hay muchos restaurantes en la Zona Romántica.Las calles están limpias y siempre nos sentimos seguros en todo momento del día y de la noche.¡Nuestro primer sábado por la noche salimos a la calle y la primera edición del Desfile del Carnaval de Puerto Vallarta estaba en nuestra puerta! ¡Fue una sorpresa totalmente inesperada y el entusiasmo de los lugareños fue embriagador!Al final de la tarde del sábado, la plaza debajo de la Iglesia de Nuestra Señora de Guadalupe se llena de familias que disfrutan de la música y la cocina local.No te pierdas el espectáculo a las 6 pm todas las noches para ver a los Papantla Flyers. Recuerdo haber visto Flyers similares en el hemisferio de San Antonio en 1968. ¡No olvides dar propina!¡Totika Kohatu cualquiera! ? ! ¡Un local que usa un lenguaje muy colorido y hace lo mejor que puede!",5,2024-02-01,Puerto_vallarta,Vallarta Malecon Boardwalk,"Bienvenidos al Malecón. El comienzo del Malecón está a una corta caminata de 10 minutos desde Buganvilias Resort Vacation Club y si continúa su caminata podrá llegar al final del Malecón en 25 minutos. El final del Malecón es el comienzo de la Zona Romántica que exploraremos la próxima vez, hay muchos restaurantes en la Zona Romántica.Las calles están limpias y siempre nos sentimos seguros en todo momento del día y de la noche.¡Nuestro primer sábado por la noche salimos a la calle y la primera edición del Desfile del Carnaval de Puerto Vallarta estaba en nuestra puerta! ¡Fue una sorpresa totalmente inesperada y el entusiasmo de los lugareños fue embriagador!Al final de la tarde del sábado, la plaza debajo de la Iglesia de Nuestra Señora de Guadalupe se llena de familias que disfrutan de la música y la cocina local.No te pierdas el espectáculo a las 6 pm todas las noches para ver a los Papantla Flyers. Recuerdo haber visto Flyers similares en el hemisferio de San Antonio en 1968. ¡No olvides dar propina!¡Totika Kohatu cualquiera! ? ! ¡Un local que usa un lenguaje muy colorido y hace lo mejor que puede!."
encantada!,"la vista hermosa, la verdad no me arrepiento de haber ido a la puerto vallarta y los eventos turisticos que nos tocaron fueron geniales",5,2024-02-01,Puerto_vallarta,Vallarta Malecon Boardwalk,"encantada!. la vista hermosa, la verdad no me arrepiento de haber ido a la puerto vallarta y los eventos turisticos que nos tocaron fueron geniales."
El Testaurant italiano fue increíble.,Gran experiencia recorriendo el malecón. Gran entretenimiento en la acera y excelentes tiendas y el pequeño restaurante italiano en la acera fue increíble.,5,2024-03-01,Puerto_vallarta,Vallarta Malecon Boardwalk,El Testaurant italiano fue increíble. Gran experiencia recorriendo el malecón. Gran entretenimiento en la acera y excelentes tiendas y el pequeño restaurante italiano en la acera fue increíble.
"Mi estadía en Villa Premiere, Puerto Vallarta, Jalisciense, México","Puerto Vallarta es hermoso un lugar paradisíaco. Villa Premiere Boutique, el hotel la atención maravillosa. Gracias",5,2023-12-01,Puerto_vallarta,Vallarta Malecon Boardwalk,"Mi estadía en Villa Premiere, Puerto Vallarta, Jalisciense, México. Puerto Vallarta es hermoso un lugar paradisíaco. Villa Premiere Boutique, el hotel la atención maravillosa. Gracias."
¡Mucho arte religioso está lleno en esta pequeña catedral! ¡Vale la pena visitarlo!,"Esta es una catedral encantadora para visitar. Tómese el tiempo para ver todas las pequeñas obras de arte religioso, especialmente en sus paredes. Esta iglesia te da una idea de la Iglesia Católica en México (cada nación tiene su propio estilo). Tenga en cuenta que algunas personas están allí para orar, mirar a su alrededor o simplemente descansar. Sé respetuoso. Vale la pena una parada si estás en la sección antigua de Puerto Vallarta.",5,2025-04-01,Puerto_vallarta,Vallarta Parroquia De Nuestra Señora De Guadalupe,"¡Mucho arte religioso está lleno en esta pequeña catedral! ¡Vale la pena visitarlo!. Esta es una catedral encantadora para visitar. Tómese el tiempo para ver todas las pequeñas obras de arte religioso, especialmente en sus paredes. Esta iglesia te da una idea de la Iglesia Católica en México (cada nación tiene su propio estilo). Tenga en cuenta que algunas personas están allí para orar, mirar a su alrededor o simplemente descansar. Sé respetuoso. Vale la pena una parada si estás en la sección antigua de Puerto Vallarta."
Hermosa Catedral Vieja,"Hermosa iglesia antigua en el casco antiguo, hermosa arquitectura y en excelentes condiciones, me encanta visitar catedrales viejas cada vez que viajo a ciudades viejas, por lo que valió la pena visitarla en mi camino al centro de la Zona Romántica , realmente es parte del casco antiguo y si estás caminando es digno de entrar o las zonas circundantes para explorar",5,2025-06-01,Puerto_vallarta,Vallarta Parroquia De Nuestra Señora De Guadalupe,"Hermosa Catedral Vieja. Hermosa iglesia antigua en el casco antiguo, hermosa arquitectura y en excelentes condiciones, me encanta visitar catedrales viejas cada vez que viajo a ciudades viejas, por lo que valió la pena visitarla en mi camino al centro de la Zona Romántica , realmente es parte del casco antiguo y si estás caminando es digno de entrar o las zonas circundantes para explorar."
Hermosa iglesia,"Disfrute siempre de la misa de inglés del sábado aquí Era un sacerdote diferente al que había el año pasado. Muy animado, con los pies en la tierra y humorístico. Hizo su homilía en el pasillo frente al altar. Dos veces he estado y presenciado 2 bodas en misa",5,2025-03-01,Puerto_vallarta,Vallarta Parroquia De Nuestra Señora De Guadalupe,"Hermosa iglesia. Disfrute siempre de la misa de inglés del sábado aquí Era un sacerdote diferente al que había el año pasado. Muy animado, con los pies en la tierra y humorístico. Hizo su homilía en el pasillo frente al altar. Dos veces he estado y presenciado 2 bodas en misa."
Visita iglesia católica ,La arquitectura de la iglesia católica es variable dentro y fuera de su construcción a través de los años con mucha historia del PV Spa miles de visitas ,5,2024-12-01,Puerto_vallarta,Vallarta Parroquia De Nuestra Señora De Guadalupe,Visita iglesia católica. La arquitectura de la iglesia católica es variable dentro y fuera de su construcción a través de los años con mucha historia del PV Spa miles de visitas.
Must See,Hermosa parroquia. Situado en el centro de Zona Romántica cerca del Malecón. Abierto al público y todavía tiene servicio regular.,5,2024-11-01,Puerto_vallarta,Vallarta Parroquia De Nuestra Señora De Guadalupe,Must See. Hermosa parroquia. Situado en el centro de Zona Romántica cerca del Malecón. Abierto al público y todavía tiene servicio regular.
Hermosa iglesia y alrededores,"Una iglesia histórica en el corazón del viejo Puerto Vallarta. El interior es precioso pero pequeño y modesto - el exterior es la verdadera joya fotogénica. Merece la pena una visita y un paseo por los alrededores para disfrutar de unas vistas pintorescas y fotos, incluyendo calles empedradas y edificios coloridos con decoraciones encantadoras.",4,2024-02-01,Puerto_vallarta,Vallarta Parroquia De Nuestra Señora De Guadalupe,"Hermosa iglesia y alrededores. Una iglesia histórica en el corazón del viejo Puerto Vallarta. El interior es precioso pero pequeño y modesto - el exterior es la verdadera joya fotogénica. Merece la pena una visita y un paseo por los alrededores para disfrutar de unas vistas pintorescas y fotos, incluyendo calles empedradas y edificios coloridos con decoraciones encantadoras."
Una de las estructuras más importantes de Puerto Vallarta,"El Centro Puerto Vallarta es un lugar destacado por su imponente horizonte del centro de la ciudad, flanqueado por tiendas de recuerdos kitsch y frente a una plaza colorida y encantadora. La iglesia fue laboriosamente construida durante varias décadas. La iglesia neobarroca es más conocida por su emblemático e intrincado campanario y es la atracción más importante de la ciudad.",5,2024-10-01,Puerto_vallarta,Vallarta Parroquia De Nuestra Señora De Guadalupe,"Una de las estructuras más importantes de Puerto Vallarta. El Centro Puerto Vallarta es un lugar destacado por su imponente horizonte del centro de la ciudad, flanqueado por tiendas de recuerdos kitsch y frente a una plaza colorida y encantadora. La iglesia fue laboriosamente construida durante varias décadas. La iglesia neobarroca es más conocida por su emblemático e intrincado campanario y es la atracción más importante de la ciudad."
Torre símbolo de una ciudad ,"La Iglesia de Nuestra Señora de Guadalupe es  el edificio religioso más importante de Puerto Vallarta, cuya torre se ha convertido en uno de los símbolos de la ciudad, situada en el Viejo Vallarta, también conocido como Zona Romántica. ",4,2024-05-01,Puerto_vallarta,Vallarta Parroquia De Nuestra Señora De Guadalupe,"Torre símbolo de una ciudad. La Iglesia de Nuestra Señora de Guadalupe es  el edificio religioso más importante de Puerto Vallarta, cuya torre se ha convertido en uno de los símbolos de la ciudad, situada en el Viejo Vallarta, también conocido como Zona Romántica."
Hermosa iglesia histórica,Fuimos un domingo y me sorprendió gratamente ver un servicio activo que se transmitió en español e inglés. Hermosa iglesia histórica. Lo suficientemente cerca del malecón que debe ver.,5,2024-09-01,Puerto_vallarta,Vallarta Parroquia De Nuestra Señora De Guadalupe,Hermosa iglesia histórica. Fuimos un domingo y me sorprendió gratamente ver un servicio activo que se transmitió en español e inglés. Hermosa iglesia histórica. Lo suficientemente cerca del malecón que debe ver.
iglesia de la corona,la iglesia esta cerca del edificio de la presidencia esta abierta todos los dias y tiene una corona muy bonita es popular tambien el 12 de diciembre por las fiestas de la virgen de guadalupe,5,2024-04-01,Puerto_vallarta,Vallarta Parroquia De Nuestra Señora De Guadalupe,iglesia de la corona. la iglesia esta cerca del edificio de la presidencia esta abierta todos los dias y tiene una corona muy bonita es popular tambien el 12 de diciembre por las fiestas de la virgen de guadalupe.
Hermosa iglesia católica en PV!,Esta iglesia era exquisita. El detalle fino en cada esquina dentro del encaje como pico de metal en la parte superior. Había tantas cosas increíbles que ver.,5,2024-07-01,Puerto_vallarta,Vallarta Parroquia De Nuestra Señora De Guadalupe,Hermosa iglesia católica en PV!. Esta iglesia era exquisita. El detalle fino en cada esquina dentro del encaje como pico de metal en la parte superior. Había tantas cosas increíbles que ver.
Hermosa pequeña iglesia,"Hermosa pequeña iglesia! Los códigos QR proporcionan explicaciones en inglés o español de ciertos artículos y arte, así que prepárate para usar tu teléfono inteligente o simplemente disfruta del espacio y la paz.",4,2024-06-01,Puerto_vallarta,Vallarta Parroquia De Nuestra Señora De Guadalupe,"Hermosa pequeña iglesia. Hermosa pequeña iglesia! Los códigos QR proporcionan explicaciones en inglés o español de ciertos artículos y arte, así que prepárate para usar tu teléfono inteligente o simplemente disfruta del espacio y la paz."
Hermoso edificio histórico,"Un edificio precioso, especialmente al atardecer, también se pueden disfrutar excelentes vistas desde arriba desde el restaurante La Cappella. Es bueno ver edificios históricos conservados.",5,2024-04-01,Puerto_vallarta,Vallarta Parroquia De Nuestra Señora De Guadalupe,"Hermoso edificio histórico. Un edificio precioso, especialmente al atardecer, también se pueden disfrutar excelentes vistas desde arriba desde el restaurante La Cappella. Es bueno ver edificios históricos conservados."
Una de las iglesias más hermosas.,"Parte de nuestra estadía anual este año incluyó la Semana Santa y fue realmente sorprendente e impresionante ver la iglesia y las celebraciones que se estaban llevando a cabo. El interior también está lleno de belleza. Religioso o no, vale la pena detenerse a verlo.",4,2024-04-01,Puerto_vallarta,Vallarta Parroquia De Nuestra Señora De Guadalupe,"Una de las iglesias más hermosas. Parte de nuestra estadía anual este año incluyó la Semana Santa y fue realmente sorprendente e impresionante ver la iglesia y las celebraciones que se estaban llevando a cabo. El interior también está lleno de belleza. Religioso o no, vale la pena detenerse a verlo."
La vista ❤️,Muy hermosa vista y la comunidad es muy amigable. Hay muchos vendedores ambulantes que venden deliciosas comidas y bebidas.,5,2024-02-01,Puerto_vallarta,Vallarta Parroquia De Nuestra Señora De Guadalupe,La vista ❤️. Muy hermosa vista y la comunidad es muy amigable. Hay muchos vendedores ambulantes que venden deliciosas comidas y bebidas.
Absolutamente hermoso y conmovedor,Esta iglesia es absolutamente hermosa. Hay una sensación de paz tan pronto como entras por la puerta. Las exhibiciones y estatuas realmente tocaron mi corazón. No te pierdas las exhibiciones en la puerta lateral.,5,2024-02-01,Puerto_vallarta,Vallarta Parroquia De Nuestra Señora De Guadalupe,Absolutamente hermoso y conmovedor. Esta iglesia es absolutamente hermosa. Hay una sensación de paz tan pronto como entras por la puerta. Las exhibiciones y estatuas realmente tocaron mi corazón. No te pierdas las exhibiciones en la puerta lateral.
Hermosa Iglesia,¡Misas increíbles dichas en inglés a las 10 en Nochebuena y Navidad! Caminé hasta la cruz después de la misa de Navidad. ¡Algo que debes ver y hacer! !,5,2023-12-01,Puerto_vallarta,Vallarta Parroquia De Nuestra Señora De Guadalupe,Hermosa Iglesia. ¡Misas increíbles dichas en inglés a las 10 en Nochebuena y Navidad! Caminé hasta la cruz después de la misa de Navidad. ¡Algo que debes ver y hacer! !.
tranquilo y divino,"somos una familia de 4 . Hacía tiempo que deseábamos visitar esta iglesia; ese deseo se cumplió en estas vacaciones de Navidad. Es una iglesia preciosa. La estructura, las torres y la corona en lo alto de la torre de la iglesia son una arquitectura maravillosa. La iglesia es tranquila y hermosa por dentro. Nos permitieron tomar fotografías. es realmente una experiencia divina. Hay una gran sensación de calma y paz en la iglesia y sus alrededores.",5,2023-12-01,Puerto_vallarta,Vallarta Parroquia De Nuestra Señora De Guadalupe,"tranquilo y divino. somos una familia de 4 . Hacía tiempo que deseábamos visitar esta iglesia; ese deseo se cumplió en estas vacaciones de Navidad. Es una iglesia preciosa. La estructura, las torres y la corona en lo alto de la torre de la iglesia son una arquitectura maravillosa. La iglesia es tranquila y hermosa por dentro. Nos permitieron tomar fotografías. es realmente una experiencia divina. Hay una gran sensación de calma y paz en la iglesia y sus alrededores."
"Detente a descansar del caos, reza un poco por los menos afortunados.",Lo más destacado de caminar por el centro de Puerto Vallarta. . . La boda estaba en proceso pero nos invitaron a sentarnos durante 20 personas. minutos. . . Nos gusta más San José De Cabo porque es más pequeño y tiene poco tráfico.,5,2023-12-01,Puerto_vallarta,Vallarta Parroquia De Nuestra Señora De Guadalupe,"Detente a descansar del caos, reza un poco por los menos afortunados. Lo más destacado de caminar por el centro de Puerto Vallarta. . . La boda estaba en proceso pero nos invitaron a sentarnos durante 20 personas. minutos. . . Nos gusta más San José De Cabo porque es más pequeño y tiene poco tráfico."
A un corto paseo del paseo marítimo.,"Código de vestimenta estricto: no se permiten trajes de baño, minifaldas, pantalones cortos ni comida. Interior blanco nítido, bastante discreto en comparación con algunas iglesias, algunos adornos dorados encantadores y un hermoso altar abovedado. Una torre de reloj bastante inusual, muy ornamentada con su corona calada. Hay escalones empinados hasta la entrada, pero hay una rampa a la izquierda cuando miras a la iglesia.Ciertamente vale la pena echarle un vistazo.",4,2023-11-01,Puerto_vallarta,Vallarta Parroquia De Nuestra Señora De Guadalupe,"A un corto paseo del paseo marítimo. Código de vestimenta estricto: no se permiten trajes de baño, minifaldas, pantalones cortos ni comida. Interior blanco nítido, bastante discreto en comparación con algunas iglesias, algunos adornos dorados encantadores y un hermoso altar abovedado. Una torre de reloj bastante inusual, muy ornamentada con su corona calada. Hay escalones empinados hasta la entrada, pero hay una rampa a la izquierda cuando miras a la iglesia.Ciertamente vale la pena echarle un vistazo."
CELEBRACION LITURGICA Y RECORRIDO POE EL MALECON,"ME ENCANTÓ Y FUE UN GUSTO ASISTIR A LA CELEBRACION LITURGICA Y PODER APRECIAR LA IGLESIA  , Y VER QUE ES ANTIGUA PERO BONITA.   TAMBIEN RECORRIMOS EL MALECON Y PUDIMOS VER EL MERCADO DE ARTESANIAS .",5,2019-07-01,Puerto_vallarta,Vallarta Parroquia De Nuestra Señora De Guadalupe,"CELEBRACION LITURGICA Y RECORRIDO POE EL MALECON. ME ENCANTÓ Y FUE UN GUSTO ASISTIR A LA CELEBRACION LITURGICA Y PODER APRECIAR LA IGLESIA  , Y VER QUE ES ANTIGUA PERO BONITA.   TAMBIEN RECORRIMOS EL MALECON Y PUDIMOS VER EL MERCADO DE ARTESANIAS ."
Beautiful Cathedral,Easy to stop in and see while on your visit to the boardwalk.  Beautiful architecture!  Well worth the short time it takes to view this beautiful piece of history.,4,2023-07-01,Puerto_vallarta,Vallarta Parroquia De Nuestra Señora De Guadalupe,Beautiful Cathedral. Easy to stop in and see while on your visit to the boardwalk.  Beautiful architecture!  Well worth the short time it takes to view this beautiful piece of history.
BONITA,"No se si sea la Catedral de Puerto Vallarta, pero si es de seguro una de las iglesias más representativas. Por dentro nada fuera de lo común: arte religioso y venta de recuerdos, etc. vale la pena visitarla si se está cerca",4,2023-01-01,Puerto_vallarta,Vallarta Parroquia De Nuestra Señora De Guadalupe,"BONITA. No se si sea la Catedral de Puerto Vallarta, pero si es de seguro una de las iglesias más representativas. Por dentro nada fuera de lo común: arte religioso y venta de recuerdos, etc. vale la pena visitarla si se está cerca."
Beautiful and charming,"Such a beautiful site in old PV. You can take a moment to reflect and take in the beauty of the architecture, stick around for the bells, make donation and show appreciation and then get right back into the city.",5,2023-05-01,Puerto_vallarta,Vallarta Parroquia De Nuestra Señora De Guadalupe,"Beautiful and charming. Such a beautiful site in old PV. You can take a moment to reflect and take in the beauty of the architecture, stick around for the bells, make donation and show appreciation and then get right back into the city."
Stunning inside and out,A sacred place. It is quite beautiful. The amount of art inside is breath taking. Give yourself time to look at the various areas within this large structure. There are steps to enter to the church.,5,2023-04-01,Puerto_vallarta,Vallarta Parroquia De Nuestra Señora De Guadalupe,Stunning inside and out. A sacred place. It is quite beautiful. The amount of art inside is breath taking. Give yourself time to look at the various areas within this large structure. There are steps to enter to the church.
Iconic and impressive!,The crown on top is one of the features that make this church iconic and stand out from others in Puerto Vallarta. There is a lovely court yard in front and it’s absolutely beautiful inside! A block from the Malecon (by the arches) makes for an easy stop while visiting the boardwalk and downtown.,5,2022-11-01,Puerto_vallarta,Vallarta Parroquia De Nuestra Señora De Guadalupe,Iconic and impressive!. The crown on top is one of the features that make this church iconic and stand out from others in Puerto Vallarta. There is a lovely court yard in front and it’s absolutely beautiful inside! A block from the Malecon (by the arches) makes for an easy stop while visiting the boardwalk and downtown.
Impressive church,Very beautiful catholic church. It can be seen from the Malecon. The altar is impressive. You need to cover your shoulders to be able to visit  the church.,5,2023-03-01,Puerto_vallarta,Vallarta Parroquia De Nuestra Señora De Guadalupe,Impressive church. Very beautiful catholic church. It can be seen from the Malecon. The altar is impressive. You need to cover your shoulders to be able to visit  the church.
The   Senora De Gaudalupe church,A beautiful church inside and especially the silver crown on top. Very unique.  The inside decor is and the statue of the saint is so delicate but at the same time powerful.,5,2023-02-01,Puerto_vallarta,Vallarta Parroquia De Nuestra Señora De Guadalupe,The   Senora De Gaudalupe church. A beautiful church inside and especially the silver crown on top. Very unique.  The inside decor is and the statue of the saint is so delicate but at the same time powerful.
Catholic Church,We visited on our cruise ship excursion.  We bought my mother-in-law a rosary bead necklace from a vendor outside the church.,4,2022-12-01,Puerto_vallarta,Vallarta Parroquia De Nuestra Señora De Guadalupe,Catholic Church. We visited on our cruise ship excursion.  We bought my mother-in-law a rosary bead necklace from a vendor outside the church.
Beautiful church,The view of the church itself! It was beautiful inside and out! You felt welcomed by the priest as he noticed several tourists come in to take pictures.,5,2023-01-01,Puerto_vallarta,Vallarta Parroquia De Nuestra Señora De Guadalupe,Beautiful church. The view of the church itself! It was beautiful inside and out! You felt welcomed by the priest as he noticed several tourists come in to take pictures.
Iglesia del tamaño de una persona,"No abrumador, solo un espacio religioso de buen tamaño. Algunas personas en oración. Algunas personas contemplando.",4,2022-12-01,Puerto_vallarta,Vallarta Parroquia De Nuestra Señora De Guadalupe,"Iglesia del tamaño de una persona. No abrumador, solo un espacio religioso de buen tamaño. Algunas personas en oración. Algunas personas contemplando."
"No se permiten pantalones cortos ni camisas, la próxima vez traerá mangas largas y faldas largas.","no se permiten pantalones cortos ni chancletas dentro de la iglesia, pero el clima es demasiado caluroso. por favor justifique,Viajo como turista y toda la visita que hicimos fue con pantalones cortos y chanclas. Quería ver qué hay dentro de la iglesia, pero un acomodador de la iglesia nos dijo que no estaba permitido. Tampoco traje mangas largas ni faldas largas.>_<",2,2022-11-01,Puerto_vallarta,Vallarta Parroquia De Nuestra Señora De Guadalupe,"No se permiten pantalones cortos ni camisas, la próxima vez traerá mangas largas y faldas largas. no se permiten pantalones cortos ni chancletas dentro de la iglesia, pero el clima es demasiado caluroso. por favor justifique,Viajo como turista y toda la visita que hicimos fue con pantalones cortos y chanclas. Quería ver qué hay dentro de la iglesia, pero un acomodador de la iglesia nos dijo que no estaba permitido. Tampoco traje mangas largas ni faldas largas.>_<."
Vacaciones en pareja.,"Es un lugar bastante especial, el altar de la virgen de Guadalupe es muy lindo, la corona que está en la infraestructura es algo que resalta. Para entrar tienen sus reglas (como lo es común en las iglesias respecto al vestuario)",4,2022-11-01,Puerto_vallarta,Vallarta Parroquia De Nuestra Señora De Guadalupe,"Vacaciones en pareja. Es un lugar bastante especial, el altar de la virgen de Guadalupe es muy lindo, la corona que está en la infraestructura es algo que resalta. Para entrar tienen sus reglas (como lo es común en las iglesias respecto al vestuario)."
Impresionante en la mañana,"Este lugar es imprescindible si quieres ver algo impresionante. Por la mañana, el sol da en el campanario de tal manera que la corona tiene un aura y la cruz de la corona brilla. Parece que el cielo vino de visita.",5,2022-10-01,Puerto_vallarta,Vallarta Parroquia De Nuestra Señora De Guadalupe,"Impresionante en la mañana. Este lugar es imprescindible si quieres ver algo impresionante. Por la mañana, el sol da en el campanario de tal manera que la corona tiene un aura y la cruz de la corona brilla. Parece que el cielo vino de visita."
"Parroquia de Nuestra Señora de Guadalupe, Simplemente Increíble...","Mientras visitábamos Puerto Vallarta por primera vez, mi esposa y yo visitamos el malecón y también decidimos caminar hasta la iglesia Parroquia de Nuestra Señora de Guadalupe. Es una hermosa iglesia con vista al centro de la ciudad por el ""Paseo del Malecón"".Si bien la iglesia es un edificio increíble desde el exterior, es absolutamente hermoso por dentro. Los dos estábamos asombrados por su belleza general. Las fotos en línea no le hacen justicia a esta iglesia. Si visitas Puerto Vallarta y el malecón, debes pasar tiempo en esta increíble iglesia. . .",5,2022-09-01,Puerto_vallarta,Vallarta Parroquia De Nuestra Señora De Guadalupe,"Parroquia de Nuestra Señora de Guadalupe, Simplemente Increíble... Mientras visitábamos Puerto Vallarta por primera vez, mi esposa y yo visitamos el malecón y también decidimos caminar hasta la iglesia Parroquia de Nuestra Señora de Guadalupe. Es una hermosa iglesia con vista al centro de la ciudad por el ""Paseo del Malecón"".Si bien la iglesia es un edificio increíble desde el exterior, es absolutamente hermoso por dentro. Los dos estábamos asombrados por su belleza general. Las fotos en línea no le hacen justicia a esta iglesia. Si visitas Puerto Vallarta y el malecón, debes pasar tiempo en esta increíble iglesia. . ."
Hermosa iglesia!,¡Asistimos a la misa dominical durante las vacaciones y nos sentimos muy bienvenidos! Es una hermosa iglesia. Se le permite mezclarse y tomar fotografías después de la misa.,5,2022-09-01,Puerto_vallarta,Vallarta Parroquia De Nuestra Señora De Guadalupe,Hermosa iglesia!. ¡Asistimos a la misa dominical durante las vacaciones y nos sentimos muy bienvenidos! Es una hermosa iglesia. Se le permite mezclarse y tomar fotografías después de la misa.
Un Lugar hermoso,"Es una visita imperdible, estando en el centro de vallarta puedes visitarla tomor muy buenas fotos a nosotros nos la tomaron los chicos de Baika rool ya que lo conocimos en un tour",5,2022-01-01,Puerto_vallarta,Vallarta Parroquia De Nuestra Señora De Guadalupe,"Un Lugar hermoso. Es una visita imperdible, estando en el centro de vallarta puedes visitarla tomor muy buenas fotos a nosotros nos la tomaron los chicos de Baika rool ya que lo conocimos en un tour."
Agradeciendo a Dios nuestro aniversario matrimonial,El 13 de septiembre 2022 estuvimos en la Santa Misa 7:30 am agradeciendo a Dios nuestro 47 aniversario de matrimonio. Bendito Dios.,5,2022-09-01,Puerto_vallarta,Vallarta Parroquia De Nuestra Señora De Guadalupe,Agradeciendo a Dios nuestro aniversario matrimonial. El 13 de septiembre 2022 estuvimos en la Santa Misa 7:30 am agradeciendo a Dios nuestro 47 aniversario de matrimonio. Bendito Dios.
Icono de  Vallarta,Una Iglesia con 101 años que no puede dejar de conocer el turista. ¡Es muy hermosa por dentro como por fuera!,5,2022-09-01,Puerto_vallarta,Vallarta Parroquia De Nuestra Señora De Guadalupe,Icono de  Vallarta. Una Iglesia con 101 años que no puede dejar de conocer el turista. ¡Es muy hermosa por dentro como por fuera!.
Tranquilo,"Precioso punto de referencia en esta zona. Zona de jardín muy agradable y tranquila para descansar mientras aún está a un tiro de piedra de todos los bares, tiendas, etc.Muy tranquilo y hermoso.",4,2022-08-01,Puerto_vallarta,Vallarta Parroquia De Nuestra Señora De Guadalupe,"Tranquilo. Precioso punto de referencia en esta zona. Zona de jardín muy agradable y tranquila para descansar mientras aún está a un tiro de piedra de todos los bares, tiendas, etc.Muy tranquilo y hermoso."
A shining beacon.,"Amazingly beautiful church. The sanctuary, the courtyard and in front of the church square is all well worth seeing. If you love old architecture, then this is a must see.",5,2022-08-01,Puerto_vallarta,Vallarta Parroquia De Nuestra Señora De Guadalupe,"A shining beacon. Amazingly beautiful church. The sanctuary, the courtyard and in front of the church square is all well worth seeing. If you love old architecture, then this is a must see."
Agradecer,Aveces  llego a  la basilica a dar gracias  por todo lo bueno  y lo que sea  que pase  en mi vida  y mi familia hacer un poco de meditacion y oracion y salir  y disfrutar  el sol y seguir  mi camino.,5,2022-03-01,Puerto_vallarta,Vallarta Parroquia De Nuestra Señora De Guadalupe,Agradecer. Aveces  llego a  la basilica a dar gracias  por todo lo bueno  y lo que sea  que pase  en mi vida  y mi familia hacer un poco de meditacion y oracion y salir  y disfrutar  el sol y seguir  mi camino.
Bellísima,"Hermosa parroquia con un estilo colonial único, los vitrales que están dentro son bellísimos y toda su arquitectura, definitivamente es un lugar obligado para visitar en Puerto Vallarta, se encuentra muy cerca del malecón y a sus alrededores se pueden comprar todo tipo de artesanías como recuerdos.",5,2022-06-01,Puerto_vallarta,Vallarta Parroquia De Nuestra Señora De Guadalupe,"Bellísima. Hermosa parroquia con un estilo colonial único, los vitrales que están dentro son bellísimos y toda su arquitectura, definitivamente es un lugar obligado para visitar en Puerto Vallarta, se encuentra muy cerca del malecón y a sus alrededores se pueden comprar todo tipo de artesanías como recuerdos."
A beautiful place,"A beautiful place to visit, please be respectful and please make a donation. Mexican churches are the most beautiful I have seen.",5,2022-06-01,Puerto_vallarta,Vallarta Parroquia De Nuestra Señora De Guadalupe,"A beautiful place. A beautiful place to visit, please be respectful and please make a donation. Mexican churches are the most beautiful I have seen."
Beautiful Church,It is lovely court in the middle of downtown PV. I would definitely recommend.  Easy walk there from el Malecon.,5,2022-06-01,Puerto_vallarta,Vallarta Parroquia De Nuestra Señora De Guadalupe,Beautiful Church. It is lovely court in the middle of downtown PV. I would definitely recommend.  Easy walk there from el Malecon.
