Titulo,Review,Calificacion,FechaEstadia,Ciudad,Atraccion,TituloReview
El mejor museo de México arquitectónicamente,"Tengo el placer de conocer muchos museos a lo largo y ancho de México y este me parece el más espectacular arquitectónicamente. Obra del arquitecto japonés Toyoo Ito, es un deleite y una visita obligada en Puebla",5,2019-11-01,Puebla,Museo Internacional Del Barroco,"El mejor museo de México arquitectónicamente. Tengo el placer de conocer muchos museos a lo largo y ancho de México y este me parece el más espectacular arquitectónicamente. Obra del arquitecto japonés Toyoo Ito, es un deleite y una visita obligada en Puebla."
Moderno y lindo,"El museo es muy moderno, solo le falta mejorar la señalizacion de las salas. No me permitieron entrar con bolsa de mano. Esta genial que puedas acceder a los libros de su biblioteca. No hubo tiempo de probar la comida y servicio de restaurant al interior del museo.",4,2019-10-01,Puebla,Museo Internacional Del Barroco,"Moderno y lindo. El museo es muy moderno, solo le falta mejorar la señalizacion de las salas. No me permitieron entrar con bolsa de mano. Esta genial que puedas acceder a los libros de su biblioteca. No hubo tiempo de probar la comida y servicio de restaurant al interior del museo."
El mejor museo de Puebla,"EL museo es muy interesante, tiene piezas increíbles, la museografía es muy completa y moderna, la sala para niños es excelente, la atención de los guaridas buenísima y el estacionamiento muy amplio.",5,2019-09-01,Puebla,Museo Internacional Del Barroco,"El mejor museo de Puebla. EL museo es muy interesante, tiene piezas increíbles, la museografía es muy completa y moderna, la sala para niños es excelente, la atención de los guaridas buenísima y el estacionamiento muy amplio."
Lo que vale la pena son las antigüedades en la calle,"Un lugar muy padre para buscar antigüedades y ver un rato. Lo que más vale la pena son los puestos que exponen en mesas artículos antiguos. El callejón en sí está un poco desértico, si faltan más restaurantes y vida. ¡Unos cafecitos ahí estarían perfectos! Pero es un lugar distinto y rápido de visitar. Si recomiendo. Compré unos lentes de los setentas por $250, rango de precios medios-altos.",4,2024-03-01,Puebla,Callejon De Los Sapos,"Lo que vale la pena son las antigüedades en la calle. Un lugar muy padre para buscar antigüedades y ver un rato. Lo que más vale la pena son los puestos que exponen en mesas artículos antiguos. El callejón en sí está un poco desértico, si faltan más restaurantes y vida. ¡Unos cafecitos ahí estarían perfectos! Pero es un lugar distinto y rápido de visitar. Si recomiendo. Compré unos lentes de los setentas por $250, rango de precios medios-altos."
Un bazar con esencia poblana,"Muy bonito lugar, tan colonial y lleno de esencia poblana, algunos mercantes si notan cuando no son de allí, así que intentarán subirles unos pesos de más a sus artículos, pero no todos, las vistas tanto de tarde como de día, son magníficas, si tienen oportunidad de venir a puebla, recomiendo este lugar, comprar algún recuerdito y comer algo con la familia",5,2024-03-01,Puebla,Callejon De Los Sapos,"Un bazar con esencia poblana. Muy bonito lugar, tan colonial y lleno de esencia poblana, algunos mercantes si notan cuando no son de allí, así que intentarán subirles unos pesos de más a sus artículos, pero no todos, las vistas tanto de tarde como de día, son magníficas, si tienen oportunidad de venir a puebla, recomiendo este lugar, comprar algún recuerdito y comer algo con la familia."
Paseo por los sapos,"Un lugar bonito para chacharías, ambiente colorido, Artesanias y antigüedades, un clásico de la ciudad de Puebla, sin duda lugar para visitar.",5,2023-05-01,Puebla,Callejon De Los Sapos,"Paseo por los sapos. Un lugar bonito para chacharías, ambiente colorido, Artesanias y antigüedades, un clásico de la ciudad de Puebla, sin duda lugar para visitar."
Fantasía de colores y artesanías,"Sea que tan sólo des un paseo por este rincón tradicional en Puebla, Puebla o vayas de comprar por un souvenir o para decorar tu casa, te encontrarás cosas increibles y a muy buenos precios. Hay para todos los gustos, bolsillos y edades. No te lo puedes perder sí visitas la capital poblana. Talavera, cobre, sombreros, hamacas tejidas, accesorios de emprendedores independientes, plantas, macetas, te perderán en un lugar mágico y de paso te comes una deliciosa cemita, después, en el mercado de los sabores.",5,2022-12-01,Puebla,Callejon De Los Sapos,"Fantasía de colores y artesanías. Sea que tan sólo des un paseo por este rincón tradicional en Puebla, Puebla o vayas de comprar por un souvenir o para decorar tu casa, te encontrarás cosas increibles y a muy buenos precios. Hay para todos los gustos, bolsillos y edades. No te lo puedes perder sí visitas la capital poblana. Talavera, cobre, sombreros, hamacas tejidas, accesorios de emprendedores independientes, plantas, macetas, te perderán en un lugar mágico y de paso te comes una deliciosa cemita, después, en el mercado de los sabores."
Hermosa zona con mercados de antigüedades/pulgas y tiendas.,"PERO, no siga el mapa o la ubicación en TripAdvisor, está a millas de distancia. Su ubicación actual es Calle 6 sur, entre calles 5 y 7 ote.",5,2022-12-01,Puebla,Callejon De Los Sapos,"Hermosa zona con mercados de antigüedades/pulgas y tiendas. PERO, no siga el mapa o la ubicación en TripAdvisor, está a millas de distancia. Su ubicación actual es Calle 6 sur, entre calles 5 y 7 ote."
Lleno de vida,"Un sitio lleno de vida, tanto en las mañanas como en las noches, locales, luces y musica por doquier acompañado de la arquitectura tan poblana",5,2022-10-01,Puebla,Callejon De Los Sapos,"Lleno de vida. Un sitio lleno de vida, tanto en las mañanas como en las noches, locales, luces y musica por doquier acompañado de la arquitectura tan poblana."
"UN LUGAR MUY COLORIDO Y MUY DIVERTIDO, MUCHAS ARTESANIAS Y SOBRE TODO ARTE Y GALERIAS.","un lugar muy colorido y muy divertido,  habia muchas artesanias y sobre todo arte y pinturas y galerias",4,2021-11-01,Puebla,Callejon De Los Sapos,"UN LUGAR MUY COLORIDO Y MUY DIVERTIDO, MUCHAS ARTESANIAS Y SOBRE TODO ARTE Y GALERIAS. un lugar muy colorido y muy divertido,  habia muchas artesanias y sobre todo arte y pinturas y galerias."
Comer en Puebla,"La comida de puebla no tiene igual. Fuimos al restaurante La Noria, excelente servicio y deliciosa comida. También en Los Almuerzos la comida deliciosa.",5,2022-06-01,Puebla,Callejon De Los Sapos,"Comer en Puebla. La comida de puebla no tiene igual. Fuimos al restaurante La Noria, excelente servicio y deliciosa comida. También en Los Almuerzos la comida deliciosa."
Vale la pena una visita,"Este es nuestro mercado favorito en Puebla debido a la cantidad de antigüedades y artesanías además del ambiente general. Como en la mayoría de los mercados de Puebla, los comerciantes no son agresivos y generalmente hablan bien el inglés.",5,2022-06-01,Puebla,Callejon De Los Sapos,"Vale la pena una visita. Este es nuestro mercado favorito en Puebla debido a la cantidad de antigüedades y artesanías además del ambiente general. Como en la mayoría de los mercados de Puebla, los comerciantes no son agresivos y generalmente hablan bien el inglés."
Una maravilla de Puebla.,"Bello y colorido lugar. Lleno de vida, locales, restaurantes, cafés, luces y música callejera.. Fácil de llegar y buen acceso. Me fascinó.",5,2022-06-01,Puebla,Callejon De Los Sapos,"Una maravilla de Puebla. Bello y colorido lugar. Lleno de vida, locales, restaurantes, cafés, luces y música callejera.. Fácil de llegar y buen acceso. Me fascinó."
calle tipica de puebla,Conocer estas pequeñas calles es fundamental para entender la arquitectura de Puebla. Cerca del Zócalo es una calle interesante para caminar.,5,2022-05-01,Puebla,Callejon De Los Sapos,calle tipica de puebla. Conocer estas pequeñas calles es fundamental para entender la arquitectura de Puebla. Cerca del Zócalo es una calle interesante para caminar.
Hermoso lugar,"Un lugar muy pintoresco en Puebla para unas fotos geniales, lleno de historia y cultura, en un entorno súper tranquilo y amigable",5,2022-03-01,Puebla,Callejon De Los Sapos,"Hermoso lugar. Un lugar muy pintoresco en Puebla para unas fotos geniales, lleno de historia y cultura, en un entorno súper tranquilo y amigable."
Muy sucio,"Lugares interesantes, pero muy sucio todo al rededor de los restaurantes y tiendas.  Si no tienes problema con eso, puede ser interesante.",3,2021-12-01,Puebla,Callejon De Los Sapos,"Muy sucio. Lugares interesantes, pero muy sucio todo al rededor de los restaurantes y tiendas.  Si no tienes problema con eso, puede ser interesante."
Sucio,"Había basura, pocas opciones donde comer . En años anteriores había más opciones. Igual es resultado de la pandemia.",3,2021-12-01,Puebla,Callejon De Los Sapos,"Sucio. Había basura, pocas opciones donde comer . En años anteriores había más opciones. Igual es resultado de la pandemia."
Oasis colorido del bullicio urbano,"Esta calle nos pareció bonita, especialmente al mediodía, cuando la luz resaltaba los colores de las fachadas de los edificios. El arte en oferta no nos impresionó, pero el paseo es el punto aquí, no las compras.",4,2021-09-01,Puebla,Callejon De Los Sapos,"Oasis colorido del bullicio urbano. Esta calle nos pareció bonita, especialmente al mediodía, cuando la luz resaltaba los colores de las fachadas de los edificios. El arte en oferta no nos impresionó, pero el paseo es el punto aquí, no las compras."
SAPOS,Me encanto caminar por las calles y llegar al callejon de los sapos y encontrar este pequeno bar tienen muy buen servicio,5,2021-07-01,Puebla,Callejon De Los Sapos,SAPOS. Me encanto caminar por las calles y llegar al callejon de los sapos y encontrar este pequeno bar tienen muy buen servicio.
Puedes encontrar tesoros,"Maravilloso lugar para ver a los artistas artesanales y sus creatividades. Buen precio y al aire libre. Sábados y domingos con o sin lluvia. Encontré joyas, pinturas, cerámica, sombreros y más",5,2021-07-01,Puebla,Callejon De Los Sapos,"Puedes encontrar tesoros. Maravilloso lugar para ver a los artistas artesanales y sus creatividades. Buen precio y al aire libre. Sábados y domingos con o sin lluvia. Encontré joyas, pinturas, cerámica, sombreros y más."
Colorido🎨,"Me enamoré ♥️ Todo es muy colorido y sus calles empedradas, se siente la buena vibra y puedes tomar fotos Instagrameables, si vas a Puebla es un lugar que nos debes dejar de visitar. Todo Puebla es tan hermoso 😍",5,2021-06-01,Puebla,Callejon De Los Sapos,"Colorido🎨. Me enamoré ♥️ Todo es muy colorido y sus calles empedradas, se siente la buena vibra y puedes tomar fotos Instagrameables, si vas a Puebla es un lugar que nos debes dejar de visitar. Todo Puebla es tan hermoso 😍."
Imperdible,"Parada básica para todas las personas que visitan Puebla, sabores, colores y tradición poblana en un solo lugar. ",5,2021-05-01,Puebla,Callejon De Los Sapos,"Imperdible. Parada básica para todas las personas que visitan Puebla, sabores, colores y tradición poblana en un solo lugar."
Pintorezco,Un callejon muy pintorezco donde encontraras muchas opciones gastronomicas y para hacer sus compras. Un lugar tranquilo,5,2021-05-01,Puebla,Callejon De Los Sapos,Pintorezco. Un callejon muy pintorezco donde encontraras muchas opciones gastronomicas y para hacer sus compras. Un lugar tranquilo.
Decepcionó ,Por los comentarios leídos esperaba algo más interesante y pintoresco. No valió la pena la caminada.,3,2021-05-01,Puebla,Callejon De Los Sapos,Decepcionó. Por los comentarios leídos esperaba algo más interesante y pintoresco. No valió la pena la caminada.
Interesante,"El lugar es acogedor, lo ideal es ir los fines de semana -con tiempo- para discurrir en el tianguis, una especie de mercado de las pulgas.",4,2021-04-01,Puebla,Callejon De Los Sapos,"Interesante. El lugar es acogedor, lo ideal es ir los fines de semana -con tiempo- para discurrir en el tianguis, una especie de mercado de las pulgas."
Apto para turistas,"Como siempre, un excelente lugar para comprar recuerdos para la familia y amigos. El fin de semana es bastante concurrido. ",5,2020-12-01,Puebla,Callejon De Los Sapos,"Apto para turistas. Como siempre, un excelente lugar para comprar recuerdos para la familia y amigos. El fin de semana es bastante concurrido."
¡Muy agradable!,"Este fue un callejón muy agradable, mucha gente del mercado local es muy agradable y creo que los precios son accesibles, realmente disfruté este paseo.",5,2021-02-01,Puebla,Callejon De Los Sapos,"¡Muy agradable!. Este fue un callejón muy agradable, mucha gente del mercado local es muy agradable y creo que los precios son accesibles, realmente disfruté este paseo."
paseo colorido,"Pruebe este lugar para la caminata nocturna y para disfrutar de las coloridas obras de arte. No solo los edificios, sino también los restaurantes y hoteles aquí son más únicos.",4,2020-03-01,Puebla,Callejon De Los Sapos,"paseo colorido. Pruebe este lugar para la caminata nocturna y para disfrutar de las coloridas obras de arte. No solo los edificios, sino también los restaurantes y hoteles aquí son más únicos."
ORIGINAL Y DIVERTIDO,"En un tramo pequeño, te transportas en antigüedades y toda clase de artículos divertidos. La calle, como todo el centro de Puebla, es hermosa. La gente muy amable. Compramos un billete antiguo que nos has traerá mucha suerte para volver pronto. Gracias",5,2020-11-01,Puebla,Callejon De Los Sapos,"ORIGINAL Y DIVERTIDO. En un tramo pequeño, te transportas en antigüedades y toda clase de artículos divertidos. La calle, como todo el centro de Puebla, es hermosa. La gente muy amable. Compramos un billete antiguo que nos has traerá mucha suerte para volver pronto. Gracias."
¡Amo este lugar!,"Puebla es lo último en una ciudad para caminar, y el Callejón de las Ranas es uno de los aspectos más destacados. Cada calle del centro de Puebla parece tener un museo, una majestuosa catedral o hermosas fachadas de edificios, y todas tienen atractivos restaurantes y tiendas. La mejor parte: todos los lugares por los que caminamos estaban impecablemente limpios. Esta pequeña calle es una de las mejores.",5,2020-01-01,Puebla,Callejon De Los Sapos,"¡Amo este lugar!. Puebla es lo último en una ciudad para caminar, y el Callejón de las Ranas es uno de los aspectos más destacados. Cada calle del centro de Puebla parece tener un museo, una majestuosa catedral o hermosas fachadas de edificios, y todas tienen atractivos restaurantes y tiendas. La mejor parte: todos los lugares por los que caminamos estaban impecablemente limpios. Esta pequeña calle es una de las mejores."
¡Hermoso!,Mi lugar favorito en Puebla. Esta colorida área tiene un ambiente encantador y tiene algunos bares y cafeterías. Esta es una visita obligada en el centro de la ciudad.,5,2020-01-01,Puebla,Callejon De Los Sapos,¡Hermoso!. Mi lugar favorito en Puebla. Esta colorida área tiene un ambiente encantador y tiene algunos bares y cafeterías. Esta es una visita obligada en el centro de la ciudad.
lugar muy lindo,"me gusta mucho para dar una vuelta los fines de semana, puedes comprar algo para comer como papitas o helados, hay artesanías y cosas interesantes, recomiendo llevar zapatos cómodos y una botella de agua! ",4,2020-03-01,Puebla,Callejon De Los Sapos,"lugar muy lindo. me gusta mucho para dar una vuelta los fines de semana, puedes comprar algo para comer como papitas o helados, hay artesanías y cosas interesantes, recomiendo llevar zapatos cómodos y una botella de agua!."
Colorida Calle,"Estupenda calle Pobla llena de color, gente...Bares, restaurantes, anticuarios.Deliciosa.Imprescindible",4,2019-08-01,Puebla,Callejon De Los Sapos,"Colorida Calle. Estupenda calle Pobla llena de color, gente...Bares, restaurantes, anticuarios.Deliciosa.Imprescindible."
Hechar un OJO 👁 ,"Es increíble el lugar, encuentras de todo, cuando uno dice de todo...... es TODOOO; desde una charola vieja, una plancha de hierro, hasta una espectacular lámpara de hierro forjado ",5,2020-03-01,Puebla,Callejon De Los Sapos,"Hechar un OJO 👁. Es increíble el lugar, encuentras de todo, cuando uno dice de todo...... es TODOOO; desde una charola vieja, una plancha de hierro, hasta una espectacular lámpara de hierro forjado."
hermoso lugar,"me gusto mucho caminar por esas calles, muy coloridas y llenas de historia, ademas los lugares para comer muy rico todo",5,2020-02-01,Puebla,Callejon De Los Sapos,"hermoso lugar. me gusto mucho caminar por esas calles, muy coloridas y llenas de historia, ademas los lugares para comer muy rico todo."
El precio de la historia en la calle,"Sí te gustan las cosas vintage, viejas, raras, excentricas, antiguas, reliquias, etc. tienes que visitar este lugar, no va a ser el más barato pero seguro encuentras muchas cosas que llamarán tu atención y ese coleccionador en ti saldrá diciendo que lo quieres, solo funciona el fin de semana y preparaté para caminar mucho y hacer una escala en la pasita para tomar fuerza.",5,2019-12-01,Puebla,Callejon De Los Sapos,"El precio de la historia en la calle. Sí te gustan las cosas vintage, viejas, raras, excentricas, antiguas, reliquias, etc. tienes que visitar este lugar, no va a ser el más barato pero seguro encuentras muchas cosas que llamarán tu atención y ese coleccionador en ti saldrá diciendo que lo quieres, solo funciona el fin de semana y preparaté para caminar mucho y hacer una escala en la pasita para tomar fuerza."
Callejón de los sapos,"Muy lindo, encuentras cosas que son “Vintage” para las nuevas generaciones son impactantes las cosas que ven y permite contarles un poco de lo que se vivió antes.",5,2020-02-01,Puebla,Callejon De Los Sapos,"Callejón de los sapos. Muy lindo, encuentras cosas que son “Vintage” para las nuevas generaciones son impactantes las cosas que ven y permite contarles un poco de lo que se vivió antes."
Bonito y singular,Otro rincón de Puebla que merece la pena verse...pero de tarde o tarde noche ! Curiosamente por la mañana está casi todo cerrado y os llevaréis un chasco. Hay mucho ambientillo y podréis ver actuaciones en la calle y cenar en alguno de las tascas de la zona,4,2019-05-01,Puebla,Callejon De Los Sapos,Bonito y singular. Otro rincón de Puebla que merece la pena verse...pero de tarde o tarde noche ! Curiosamente por la mañana está casi todo cerrado y os llevaréis un chasco. Hay mucho ambientillo y podréis ver actuaciones en la calle y cenar en alguno de las tascas de la zona.
Lugar para conocer,"A unas cuadras del Zócalo, hay restaurantes y muchos puestos de artesanías y bazar, es muy entretenido ver la gran cantidad de cosas que venden. Quiero resaltar el delicioso sabor de las nieves que venden en el lugar, muy frescas y naturales (su precio es de $30 c/u).",3,2020-01-01,Puebla,Callejon De Los Sapos,"Lugar para conocer. A unas cuadras del Zócalo, hay restaurantes y muchos puestos de artesanías y bazar, es muy entretenido ver la gran cantidad de cosas que venden. Quiero resaltar el delicioso sabor de las nieves que venden en el lugar, muy frescas y naturales (su precio es de $30 c/u)."
Excelente lugar,"Bonito lugar y muchas cosas que comprar, sobre todo artesanías, en un lugar pintoresco y con muy buena atención",5,2019-12-01,Puebla,Callejon De Los Sapos,"Excelente lugar. Bonito lugar y muchas cosas que comprar, sobre todo artesanías, en un lugar pintoresco y con muy buena atención."
Buen callejon,"La arquitectura y el paisaje es una de las mejores atracciones del callejon de los sapos , existen muchos vendedores que no solo venden si no le dan la vida a los callejones ",5,2019-10-01,Puebla,Callejon De Los Sapos,"Buen callejon. La arquitectura y el paisaje es una de las mejores atracciones del callejon de los sapos , existen muchos vendedores que no solo venden si no le dan la vida a los callejones."
Entretenido pero no hay mucha variedad,"En mi opinión, es un lugar que hay que ir por su ubicación y por el folclor, pero que decepcionado de lo que se ofrece ahí. En una muy pequeña parte hay artees, pulseras y demás artículos que esperas de un tianguis, sin embargo siento que le falta diversidad. Todo era igual. Después llegas e una parte donde está el.mercado de pulgas y verdaderamente la gente saca su basura a vender, nada de ahí vale la pena para la mayoría.En resumen, pasas un buen rato caminando pero no esperes comprar mucho ahí.",3,2019-12-01,Puebla,Callejon De Los Sapos,"Entretenido pero no hay mucha variedad. En mi opinión, es un lugar que hay que ir por su ubicación y por el folclor, pero que decepcionado de lo que se ofrece ahí. En una muy pequeña parte hay artees, pulseras y demás artículos que esperas de un tianguis, sin embargo siento que le falta diversidad. Todo era igual. Después llegas e una parte donde está el.mercado de pulgas y verdaderamente la gente saca su basura a vender, nada de ahí vale la pena para la mayoría.En resumen, pasas un buen rato caminando pero no esperes comprar mucho ahí."
Lugar perfecto donde tomar selfies  solo o en pareja,"Maravilloso lugar es la parte del centro donde encontraras artesanias, lugares de comida ricos helados ó tomar un café  el lugar perfecto es economico no olvides tomar selfies como si estuvieras en el centro de coyoacan mexico pero al estilo de la ciudad de puebla",5,2019-12-01,Puebla,Callejon De Los Sapos,"Lugar perfecto donde tomar selfies  solo o en pareja. Maravilloso lugar es la parte del centro donde encontraras artesanias, lugares de comida ricos helados ó tomar un café  el lugar perfecto es economico no olvides tomar selfies como si estuvieras en el centro de coyoacan mexico pero al estilo de la ciudad de puebla."
Ideal para pasear y disfrutar,"Una buena cantidad de cafés para departir el tiempo platicando, bares para tomarse una copa al atardecer, recorrer diferentes restaurantes de diversos tipos de cocina",4,2019-11-01,Puebla,Callejon De Los Sapos,"Ideal para pasear y disfrutar. Una buena cantidad de cafés para departir el tiempo platicando, bares para tomarse una copa al atardecer, recorrer diferentes restaurantes de diversos tipos de cocina."
VISITA OBLIGADA,"Visita obligada para todo turista que visita Puebla, lugar muy típico y con muchas cosas que ver para comprar y comer.",5,2019-10-01,Puebla,Callejon De Los Sapos,"VISITA OBLIGADA. Visita obligada para todo turista que visita Puebla, lugar muy típico y con muchas cosas que ver para comprar y comer."
Riscon de los sapos,"Situado en en corazón historico de Puebla,callejón bohemio ubicado a unos pados del edificio de la Universidad de Puebla;puedes encontrar artesanías,antigüedades y restaurantes de comida típica poblana,tambien puedes tomar una bebida tipica de Puebla(pasita),muy cerca está el mercado del parian(artesanías) y a unos pasos se encuentra en Zócalo.",5,2019-11-01,Puebla,Callejon De Los Sapos,"Riscon de los sapos. Situado en en corazón historico de Puebla,callejón bohemio ubicado a unos pados del edificio de la Universidad de Puebla;puedes encontrar artesanías,antigüedades y restaurantes de comida típica poblana,tambien puedes tomar una bebida tipica de Puebla(pasita),muy cerca está el mercado del parian(artesanías) y a unos pasos se encuentra en Zócalo."
para caminar una y otra vez por ahi,"que belleza de calle peatonal  los colores de sus casas y edificios, esto fue por mucho   junto con Guanajuato  de lo mejor que vi en mi visita a México,me encanto el estilo de sus fachadas,sus colores,su limpieza,sus tiendas Puebla es Bello de verdad su centro histórico de los mejores, si puede tome un autobús y vaya esta a 2 y media horas de México  no se arrepentirá,pongo unas fotos de este lugar que no me dejan mentir",5,2019-11-01,Puebla,Callejon De Los Sapos,"para caminar una y otra vez por ahi. que belleza de calle peatonal  los colores de sus casas y edificios, esto fue por mucho   junto con Guanajuato  de lo mejor que vi en mi visita a México,me encanto el estilo de sus fachadas,sus colores,su limpieza,sus tiendas Puebla es Bello de verdad su centro histórico de los mejores, si puede tome un autobús y vaya esta a 2 y media horas de México  no se arrepentirá,pongo unas fotos de este lugar que no me dejan mentir."
Muy pintoresco,"Es un callejón muy bonito y colonial, con muchas tiendas de antigüedades y restaurantes. No puedes dejar de visitarlo!! ",5,2019-11-01,Puebla,Callejon De Los Sapos,"Muy pintoresco. Es un callejón muy bonito y colonial, con muchas tiendas de antigüedades y restaurantes. No puedes dejar de visitarlo!!."
Una calle muy fotografiable,"Esta calle aparece en muchas historias de Instagram, sus fachadas de colores la hacen un clásico de las fotografiías de viajes",5,2019-11-01,Puebla,Callejon De Los Sapos,"Una calle muy fotografiable. Esta calle aparece en muchas historias de Instagram, sus fachadas de colores la hacen un clásico de las fotografiías de viajes."
"No visitaste puebla, sino pasas por el Callejón de los Sapos","Sn duda una atracción más de puebla, este lugar emblematico por todo lo que ahí se ofrece es sin duda lo mejor, te sorprenderás de cosas que creías que ya no existian, como juguetes o artefactos que viste alguna vez en tu infancia, y verlos ahí en venta-exhibición sin duda alguna te harán volver a esa fabulosa etapa.",5,2019-08-01,Puebla,Callejon De Los Sapos,"No visitaste puebla, sino pasas por el Callejón de los Sapos. Sn duda una atracción más de puebla, este lugar emblematico por todo lo que ahí se ofrece es sin duda lo mejor, te sorprenderás de cosas que creías que ya no existian, como juguetes o artefactos que viste alguna vez en tu infancia, y verlos ahí en venta-exhibición sin duda alguna te harán volver a esa fabulosa etapa."
Los sapos,"La visita al callejón  de los sapos se empieza desde la iglesia de la compañía ( donde yacen los restos de la China Poblana (que no es leyenda). Te encamina frente al Carolino ( BUAP) y verás el Hotel Colonial desde donde Francisco I. Madero llamó  a las armas. Sigue por la callejuela junto al edificio Del Carolino encontrarás muchos puestos de artesanías, joyería hecha con semillas, madera y objetos decorativos muy curiosos. Llegaras al callejón de los sapos. Buenos restaurantes y muchas antigüedades, puedes regatear.  En la esquina de la 5 Oriente entra a la cantina ""La Pasita"" no te la pierdas (lleva cámara), pude la tradicional pasita, licor de uva pasa con un cuadrito de queso añejo sumergido en el licor. Si prefieres algo suave tomate uh na ""Crema Agogó""; de lo mejor y más tradicional de Puebla. Finalmente La plazuela de los sapos mercaderes de antigüedades, baratijas y mucho que ver. Tómate tu tiempo. Lo cas a disfrutar.",5,2019-10-01,Puebla,Callejon De Los Sapos,"Los sapos. La visita al callejón  de los sapos se empieza desde la iglesia de la compañía ( donde yacen los restos de la China Poblana (que no es leyenda). Te encamina frente al Carolino ( BUAP) y verás el Hotel Colonial desde donde Francisco I. Madero llamó  a las armas. Sigue por la callejuela junto al edificio Del Carolino encontrarás muchos puestos de artesanías, joyería hecha con semillas, madera y objetos decorativos muy curiosos. Llegaras al callejón de los sapos. Buenos restaurantes y muchas antigüedades, puedes regatear.  En la esquina de la 5 Oriente entra a la cantina ""La Pasita"" no te la pierdas (lleva cámara), pude la tradicional pasita, licor de uva pasa con un cuadrito de queso añejo sumergido en el licor. Si prefieres algo suave tomate uh na ""Crema Agogó""; de lo mejor y más tradicional de Puebla. Finalmente La plazuela de los sapos mercaderes de antigüedades, baratijas y mucho que ver. Tómate tu tiempo. Lo cas a disfrutar."
Hermoso lugar,"Este lugar es hermoso si te gusta cómo dicen “ chacharear”... encontrarás cosas típicas, Artesanias, artículos viejos y pocas antigüedades!!!!! ... un lugar icono de la ciudad ",5,2019-10-01,Puebla,Callejon De Los Sapos,"Hermoso lugar. Este lugar es hermoso si te gusta cómo dicen “ chacharear”... encontrarás cosas típicas, Artesanias, artículos viejos y pocas antigüedades!!!!! ... un lugar icono de la ciudad."
Maravillosa,"Aqui puedes encontrar calle muy linda, cerca del centro con muchos colores, perfecto para fotos ! Hay muchos restaurantes cerca de la calle ! ",5,2019-10-01,Puebla,Callejon De Los Sapos,"Maravillosa. Aqui puedes encontrar calle muy linda, cerca del centro con muchos colores, perfecto para fotos ! Hay muchos restaurantes cerca de la calle !."
Excelente!!!!,"Vine a Puebla desde Cuernavaca exclusivamente al Acuario Michin Puebla por recomendación de las redes sociales de mi ciudad. Aprendí muchas cosas entre ellas el cuidado de las especies!! La misión del Acuario es increíble!!! La atención fue muy buena, en el área de taquilla un poco lento pero nada que compensara mi visita con un BIENVENIDOS!! Recomendablemente al 100%, regresaré pronto!!!",5,2025-08-01,Puebla,Acuario Michin Puebla,"Excelente!!!!. Vine a Puebla desde Cuernavaca exclusivamente al Acuario Michin Puebla por recomendación de las redes sociales de mi ciudad. Aprendí muchas cosas entre ellas el cuidado de las especies!! La misión del Acuario es increíble!!! La atención fue muy buena, en el área de taquilla un poco lento pero nada que compensara mi visita con un BIENVENIDOS!! Recomendablemente al 100%, regresaré pronto!!!."
Tiene el potencial de ser mucho mejor.,"Normalmente escribo mis reseñas en Español pero escribo esta en Inglés para las familias que pueden estar viajando y considerando este acuario como una parada en sus viajes. Lo primero que debes saber - no te molestes en comprar boletos por adelantado. Es un infierno. Comprarás tus boletos para la entrada de las 9 am y estarás en fila durante 40 minutos esperando a que te permitan entrar. Es 10.000 años luz más rápido comprar un boleto a pie - sin cola, y entras. Por qué esto no se anuncia está más allá de mí. Las experiencias de los animales comienzan a las 11 , y la mayoría de los animales en la sección al aire libre ni siquiera están fuera si estás allí antes de las 10-11 . Hay un montón de pequeños tanques abiertos - superiores sentados justo a la altura de los niños pequeños, pero NO SE PERMITE TOCAR. Así que diviértete apartando a tus niños de los tanques de no tocar. Esto incluye las rayas picadoras, solo puedes tocarlas si pagas por alimentarlas. El acuario en sí es pequeño pero interesante, y hay actividades cubiertas como una zona de trampolín y una pared de escalada. Si aún no está en camino en términos de cosas que planeas hacer, omítelo con seguridad. Si ya estás en la zona buscando algo que hacer, eh. Puede también.",3,2025-08-01,Puebla,Acuario Michin Puebla,"Tiene el potencial de ser mucho mejor. Normalmente escribo mis reseñas en Español pero escribo esta en Inglés para las familias que pueden estar viajando y considerando este acuario como una parada en sus viajes. Lo primero que debes saber - no te molestes en comprar boletos por adelantado. Es un infierno. Comprarás tus boletos para la entrada de las 9 am y estarás en fila durante 40 minutos esperando a que te permitan entrar. Es 10.000 años luz más rápido comprar un boleto a pie - sin cola, y entras. Por qué esto no se anuncia está más allá de mí. Las experiencias de los animales comienzan a las 11 , y la mayoría de los animales en la sección al aire libre ni siquiera están fuera si estás allí antes de las 10-11 . Hay un montón de pequeños tanques abiertos - superiores sentados justo a la altura de los niños pequeños, pero NO SE PERMITE TOCAR. Así que diviértete apartando a tus niños de los tanques de no tocar. Esto incluye las rayas picadoras, solo puedes tocarlas si pagas por alimentarlas. El acuario en sí es pequeño pero interesante, y hay actividades cubiertas como una zona de trampolín y una pared de escalada. Si aún no está en camino en términos de cosas que planeas hacer, omítelo con seguridad. Si ya estás en la zona buscando algo que hacer, eh. Puede también."
