TituloReview,Ciudad,Clasificacion_Subjetividad,TotalFrases,FrasesSubjetivas,FrasesObjetivas,ClasificacionPorFrases,EsMixta,PorcentajeSubjetivo,PorcentajeObjetivo
"Amazing architecture. Gorgeous architecture with a beautiful nearby park! Also, plenty of street vendors in the area. A must see in central Mexico City.",CDMX,Mixta,4,2,2,Mixta,True,50.0,50.0
"Estafa! Definitivamente el peor parque, está abierto desde las 10:00 pero a partir de las 12:30 activaron las olas en wet and wild, el resto de los atractivos estaban fuera de servicio o en mantenimiento. Es una pérdida de plata y tiempo, no habían bebidas ilimitadas como indicaba su oferta, solamente helados.",Cancun,Mixta,3,3,0,Subjetivo,False,100.0,0.0
"Torre símbolo de una ciudad La Iglesia de Nuestra Señora de Guadalupe es  el edificio religioso más importante de Puerto Vallarta, cuya torre se ha convertido en uno de los símbolos de la ciudad, situada en el Viejo Vallarta, también conocido como Zona Romántica.",Puerto Vallarta,Objetiva,2,1,1,Mixta,True,50.0,50.0
"A journey to the centre of the Aztec People. Wonderful experience to understand the culture and society of the Aztec People. Situated in the middle of Mexico City, beside the National Cathedral, this outdoor/indoor museum takes you right back in history. The museum starts outside displaying the internal chambers of the Aztec Temple. As you move through the complex you can see statues, internal seating areas and  temple decorations. The indoor museum holds more unique treasures from the complex including the offering lanterns that were found during repair work to the Cathedral. This discovery inspired further excavations of the Templo Mayor. A wonderful way to understand the unique and dynamic history of the Mexican Indigenous communities.",CDMX,Mixta,8,2,6,Mixta,True,25.0,75.0
"Esta capilla esta dentro del templo de Santo Domingo a 1 cuadra del zocalo.En mi opinión,si bien es un símbolo religioso cristiano,lo sentí muy recargado de cosas y la ostentación del oro empleado hizo preguntarme muchas cosas.Si bien arquitectonicamente y ornamentalmente es exuberante vale la pena visitar Esta capilla esta dentro del templo de Santo Domingo a 1 cuadra del zocalo.En mi opinión,si bien es un símbolo religioso cristiano,lo sentí muy recargado de cosas y la ostentación del oro empleado hizo preguntarme muchas cosas.Si bien arquitectonicamente y ornamentalmente es exuberante vale la pena visitar",Puebla,Mixta,6,4,2,Mixta,True,66.66666666666666,33.33333333333333
"Servicio aterrador La peor experiencia de la historia, nos vendieron billetes cuando sabían que no había espacio en el ferry. Llegaban más turistas después de nosotros y les vendían boletos también a pesar de que no nos permitían abordar a nosotros y a la gente que estaba delante de nosotros. El ferry estaba lleno hasta las branquias, solo de pie. Las entradas no eran reembolsables y el personal no se preocupaba y no estaba dispuesto a encontrar una solución. No terminamos yendo a Isla Mujeres sobre todo porque habíamos perdido toda confianza en la empresa y teníamos miedo de quedarnos en la isla sin camino a casa. No hay nadie con quien hablar.",Cancun,Subjetiva,7,2,5,Mixta,True,28.57142857142857,71.42857142857143
"Hermosas vistas y jardines Prepárate para subir una colina grande para entrar. Me pareció que valía la pena, pero no para aquellos con problemas de movilidad. Hermosas vistas desde la cima. No necesitará más de una hora, camine y explore los terrenos. Las habitaciones son bonitas - algunos hermosos vitrales, pero los jardines son lo que me pareció más impresionante. Mientras estuve en CDMX hubo un espectáculo folclórico de ballet por la noche en el castillo que fue sobresaliente. Así que si hay una oportunidad para un espectáculo nocturno lo recomiendo encarecidamente, además de que obtiene vistas nocturnas de la ciudad.",CDMX,Mixta,8,6,2,Mixta,True,75.0,25.0
"La mejor vista de Mazatlán Uno de los lugares turísticos que hay que visitar cuando estás en Mazatlán, ir preparados con botellas con agua, o bebidas rehidratantes, sino llevas ahí venden a buen precio, eso sí, no lleves bebidas alcohólicas por qué no te darán acceso el personal de seguridad. Llevar calzado deportivo evitando chanclas ya que es una caminata de 30 a 45 minutos entre la vereda y 336 escalones. En boleto para pasar al mirador que tiene puente de vidrio es muy barato por lo que se vale la pena pagar los $30 MXN, ir muy temprano para evitar el calor del día, o por la tarde.",Mazatlan,Mixta,4,2,2,Mixta,True,50.0,50.0
¡Me encanta la bahía! Podría simplemente sentarme en la playa y contemplar la bahía todo el día. Con la esperanza de ver saltar una ballena o un delfín. ¡Nunca sabes lo que puedes ver!,Puerto Vallarta,Subjetiva,4,3,1,Mixta,True,75.0,25.0
"Hermosa costa Absolutamente hermoso! ¡Una visita obligada! El paseo marítimo está a lo largo de la playa y salpicado de muchas esculturas, entretenimiento en vivo y hermosas áreas para detenerse y descansar en los bancos bajo las palmas. El otro lado son los lugares para parar para tomar bebidas, comida, ver al artista en el trabajo. Hay taxis en cada esquina y la mayoría de todos hablan inglés. Paseé por el malecón durante varias horas. Señor Frogs se encuentra en el paseo marítimo.",Puerto Vallarta,Mixta,8,3,5,Mixta,True,37.5,62.5
"El parian Excelente opción si lo que quieres es conocer un poco más de la cultura e historia de Puebla, ya que este es uno de los lugares más representativos, dónde podrás encontrar muchas artesanías poblanas a precio accesible. Es un lugar tranquilo para pasear con tu familia y amigos",Puebla,Mixta,3,2,1,Mixta,True,66.66666666666666,33.33333333333333
"Entrada gratuita, enorme colección, de cerca y personal. Notable colección de arte a través de los siglos y que abarca tanto México como Europa. No recuerdo un museo en el que puedas acercarte tanto al arte. Tenga en cuenta, sin embargo, que este museo es GRATIS. Los boletos vendidos a través de TripAdvisor son para una compañía turística.",CDMX,Mixta,5,2,3,Mixta,True,40.0,60.0
"Vale la pena subir, hermosa vista Sin duda es una subida que te va a cansar pero al llegar tienes un panorama de todo PV y realmente vale la pena.",Puerto Vallarta,Mixta,2,2,0,Subjetivo,False,100.0,0.0
"Espectácular Espectacular, maravilloso.. La atención, la comida etc… Lo mejor de lo mejor, primera vez en Cancún y me llevo la mejor experiencia",Cancun,Subjetiva,4,4,0,Subjetivo,False,100.0,0.0
"Monumento histórico remodelado y adaptado para el visitante interesado en la historia de nuestro País Han adaptado los espacios para el facil tránsito y cuentan con gente preparada para guiarte en la visita, solo corrobora por internet del sitio los horarios . Si no quieres guía, te recomiendo leer la historia del lugar para que disfrutes la visita y si llevas a los pequeños les estarás dando una gran oportunidad de conocer su historia",Puebla,Mixta,3,2,1,Mixta,True,66.66666666666666,33.33333333333333
"Cancún beach visit We had a really good time at this beach, the water was beautiful and the waves were calm. We brought our own food and drinks but unfortunately as the beach is small there’s no where to sit other than in the waves! They have loungers/tables to rent but for $35 until 4pm. This is the same as the much larger beaches in Cancun but these are much larger so there’s more room to find a spot in the sand",Cancun,Mixta,5,2,3,Mixta,True,40.0,60.0
"visita puebla se puede apreciar la historia de puebla, ademas de que el transporte turístico te puede bajar aquí y tomas mas tarde otro de retorno",Puebla,Mixta,2,1,1,Mixta,True,50.0,50.0
"Ok, si necesitas algo que hacer. Queríamos aprender más sobre la historia maya, por lo que este lugar fue nuestra primera parada. Estuvo bien. Podría ser genial si ponen un poco de trabajo en él.",Cancun,Mixta,4,1,3,Mixta,True,25.0,75.0
"muy recomendable Que playa tan bonita, muchos restaurantes, la vista simplemente espectacular, visitenla, muy buen lugar para visitar.",Puerto Vallarta,Subjetiva,2,2,0,Subjetivo,False,100.0,0.0
"Lovely museum but odd layout. Very nice museum full of wonderful artifacts. Layout is a bit confusing because you have to leave the main entry room to see any of the good stuff: once past the ticket check, there is a small and underwhelming room but also a side exit that takes you to a walkway around the exterior pyramid remains which then takes you to a massive exhibit area. a bunch of the exterior walk way was closed for us so we didn't see some of those nice skulls i see online. the main exhibit area is pretty great and takes a couple hours to see. There is a really nice gift shop on the outside walkway that we enjoyed. There was a guy outside handing out flyers about the museum and when we politely declined to take one he insulted us. Not sure what his deal was.",CDMX,Mixta,10,9,1,Mixta,True,90.0,10.0
"Preciosa zona histórica, con una arquitectura impresionante. Me encantó el centro histórico, hay muy buenos restaurantes, edificios encantadores y calles para pasear. No tantas compras como esperaba, sino algunas tiendas únicas.",Mazatlan,Mixta,3,3,0,Subjetivo,False,100.0,0.0
Hermoso. Fresco y parecía muy seguro. Algunos excelentes restaurantes y bares en la plaza y algunas gemas escondidas cerca.,Mazatlan,Subjetiva,3,2,1,Mixta,True,66.66666666666666,33.33333333333333
"Clasistas y discriminadores Caminando por la isla: hay una chica en un carrito que regala aguas a los visitantes, nos acercamos (mi esposo y yo) a pedirle una y sin dudarlo nos miró de arriba abajo y dudo en darnos el agua, nos dijo: ¿ustedes están visitando la ISLA?: Llevábamos bolsas de compras. era evidente que si. Habíamos observado que se sentía más cómoda ofreciendo aguas gratis a los blancos extranjeros, y evidentemente nosotros no somos así. Disfrute mucho tomando mi agua gratis que la señorita con mucho asco me regalo, porque me da gusto que nuestra presencia le haya recordado que el trato debe ser igual para todos: morenos y blancos.",Cancun,Subjetiva,5,5,0,Subjetivo,False,100.0,0.0
"El faro Vista excelente, subida pesada pero vale la pena la experiencia. Recomendable llevar agua y calzado cómodo.",Mazatlan,Mixta,2,1,1,Mixta,True,50.0,50.0
"Algunas personas del personal no atienden de la mejor manera Las personas de la tirolesa son algo groseras, de ahí en fuera la estancia en el acuario fue buena, volveríamos sin duda.",Puebla,Mixta,2,1,1,Mixta,True,50.0,50.0
Espectacular Una obra de arte religioso del barroco novohispano. Magnífica. Recubierta de estudo dorado. Una visita obligada.,Puebla,Subjetiva,5,3,2,Mixta,True,60.0,40.0
"Viaje a Puebla familia Los familiares que lleve se fueron Muy contento, sobre todo la seguridad que hay ahora en Puebla con esta administración",Puebla,Mixta,3,1,2,Mixta,True,33.33333333333333,66.66666666666666
"Un lugar BELLO (todos los animales que viven alli, son felices ) Es un lugar FANTASTICO y los propietarios de lugar han respetado y conservado el espíritu de su fundador de ser un lugar de refugio para los animales, los tienen cuidados, y todas las instalaciones están cuidadas y adaptadas a cada especie que se encuentra en AFRICAM SAFARI. No dejen de visitarlo, es un lugar FENOMENAL y no encontraras un lugar así en todo México, por lo que te es obligado visitarlo para vivir la experiencia.",Puebla,Mixta,4,3,1,Mixta,True,75.0,25.0
"La mejor playa y restaurante en Mazatlán Playa favorita en Mazatlán con el mejor restaurante. Al aire libre y buena comida. Abundantes cócteles y grandes ojos dulces! ! Surfers Yum! !He estado de vacaciones aquí por veinte años. Playa Brujas es un viaje de un día completo: desayuno, sol, masajes, siesta, caminata, cócteles, puesta de sol y cena. El tequila de café es algo que debes probar.",Mazatlan,Mixta,7,5,2,Mixta,True,71.42857142857143,28.57142857142857
"Cancún a Isla Mujeres y Playa Del Carmen a Cozumel Tuvimos una excelente experiencia con el ferry Ultramar viajando de Cancún a Isla Mujeres. Todo el proceso fue fluido y bien organizado. El personal de la taquilla era excepcional, especialmente la señora que nos ayudó. Ella fue más allá al proporcionarnos un boleto que podríamos utilizar más tarde durante nuestro viaje para otra ruta (Playa del Carmen a Cozumel), que fue increíblemente útil. En general, fue una experiencia fantástica, y recomendamos Ultramar para cualquiera que viaje entre estos destinos.",Cancun,Mixta,6,5,1,Mixta,True,83.33333333333334,16.666666666666664
"¡Edificio de la catedral de clase mundial! La Catedral de Puebla de los Ángeles es una obra maestra arquitectónica y se puede colocar en par (o mejor) con las obras maestras similares en España, Francia y el resto de Europa. ¡Definitivamente, una de las iglesias más hermosas e impresionantes de América! Su belleza y atención a los detalles es un testamento de amor y alabanza a Dios. Esta es una visita obligada (gratuita) si eres católico o no. Evite los horarios de misa porque no podrá visitar todo el edificio.",Puebla,Mixta,6,4,2,Mixta,True,66.66666666666666,33.33333333333333
"El precio de la historia en la calle Sí te gustan las cosas vintage, viejas, raras, excentricas, antiguas, reliquias, etc. tienes que visitar este lugar, no va a ser el más barato pero seguro encuentras muchas cosas que llamarán tu atención y ese coleccionador en ti saldrá diciendo que lo quieres, solo funciona el fin de semana y preparaté para caminar mucho y hacer una escala en la pasita para tomar fuerza.",Puebla,Mixta,3,3,0,Subjetivo,False,100.0,0.0
Impresionantes vistas. Es una caminata difícil pero vale la pena por las vistas y las fotografías. Bueno para el corazón y el alma.,Puerto Vallarta,Mixta,3,3,0,Subjetivo,False,100.0,0.0
Distopia real. Hay pescadores en la base del muelle recolectando camarones mientras las parejas extranjeras se toman fotos en el faro. Una mezcla distópica entre la tradicion y la gentrificación extrema.,Puerto Vallarta,Subjetiva,3,2,1,Mixta,True,66.66666666666666,33.33333333333333
"Mal control en el aforo, mal distribución del lugar. Compren las entradas en linea, se ahorrarán mucho tiempo. El área de pingüinos es gratuita pero tienen que solicitar boleto para entrar (extraño). El show de los lobos marinos vale la pena. Creo que es demasiado el aforo que permiten, deberían de reducirlo para que se pueda disfrutar el acuario sin tanta gente a tu alrededor.",Mazatlan,Mixta,5,5,0,Subjetivo,False,100.0,0.0
"Belleza Si te gusta observar el verde por sobre los lugares en donde andas, este es un buen lugar ya que los jardines con los que cuenta están  muy bien cuidados y limpios.Ambos fuertes son una belleza histórica y los museos están muy ordenados, limpios e iluminados.Las torres del teleférico además de limpias, ordenadas en sus procesos y seguras en todo el viaje son otra belleza, te permiten ver desde lo alto gran parte de la ciudad y las explicaciones y comentarios del personal a cargo del teleférico son muy acertadas y amables.",Puebla,Mixta,4,3,1,Mixta,True,75.0,25.0
"Vale la pena tomar una visita guiada Muy famoso por su arquitectura  y excelente selección de piezas barrocas. Vale mucho la pena tomar la visita guiada ya que no solo te explican las piezas, sino también lo que significa el diseño del edificio.Cuenta con estacionamiento a un costado y un parque donde puedes pasar la tarde.",Puebla,Mixta,4,2,2,Mixta,True,50.0,50.0
"Increibleeeeee , lo super recomiendo la verdad una experiencia unica, el equipo super especializado , muy atentos y dedi Increibleeeeee capitan Fox  , lo super recomiendo la verdad una experiencia unica, el equipo super especializado , muy atentos y dedicados con todos nosotros, gracias gracias gracias regresaremos desde las vegas nevada !!!!",Cancun,Subjetiva,7,6,1,Mixta,True,85.71428571428571,14.285714285714285
"Cerrado parcialmente. El zócalo de la ciudad de Puebla es muy agradable para caminar, para sentarse a ver pasar a la gente, asearse el calzado.",Puebla,Mixta,2,1,1,Mixta,True,50.0,50.0
"Playa Zona Romántica Para mí, esta era solo una playa mexicana promedio ubicada cerca de la Zona Romántica de Puerto Vallarta. Caminé por aquí solo una vez por la mañana para explorar el área, no regresé durante mi estadía de una semana en PV.",Puerto Vallarta,Mixta,3,1,2,Mixta,True,33.33333333333333,66.66666666666666
"Sitio tranquilo A pesar de este nombre, la playa es bonita y se observan unas maravillosas puestas de sol. Picar en un chiringuito con una Negra Modelo, unos camarones y un delicioso guacamole es perfecto.",Puerto Vallarta,Mixta,3,3,0,Subjetivo,False,100.0,0.0
Playa Hermosa Es una playa hermosa.Tiene acceso a restaurante y bar y tambien embarcadero para varias islas cercanas. Hay disponibilidad de sillas gratis.,Cancun,Mixta,4,1,3,Mixta,True,25.0,75.0
"Bonito lugar para gastar dinero! Bonito lugar para visitar y comprar. Tiene todas las tiendas de gama alta. Nos encantó nuestro helado Häagen Dazs. No hay gangas aquí - los precios son los mismos que en Nueva York, Miami, Los Ángeles, San Francisco, Chicago, etc.",Cancun,Mixta,5,3,2,Mixta,True,60.0,40.0
"Neat gardens, pathways and statues Lovely little square in the centre of Puebla with gardens, statues, and pathways - and plenty of seating opportunities of locals, lovers, and tourists alike. A practical and beautiful public space.",Puebla,Mixta,3,1,2,Mixta,True,33.33333333333333,66.66666666666666
Muy lindo lugar muy bien mantenido Todo bien no nos sacamos las sesiones de fotos solo por la espera que había Bueno en una próxima si o si. Volveré en otra oportunidad,Cancun,Subjetiva,4,3,1,Mixta,True,75.0,25.0
"Cultura e historia Espectacular museo en el que puedes aprender de todo, bien ubicado, limpio, conceptos claros y hecho a detalle",Puebla,Mixta,2,1,1,Mixta,True,50.0,50.0
"Excelente Muchos viajes en barco salen de aquí, por lo que es muy probable que los visitantes pasen por aquí en algún momento. Está lleno de tiendas, bares y restaurantes y afuera se pueden ver los cruceros que entran y los barcos de recreo que salen.",Puerto Vallarta,Mixta,3,0,3,Objetivo,False,0.0,100.0
"Vibrante Si estás en Puerto Vallarta, el Malecón es una parada obligada. Puedes caminar y comprar en multitud de tiendas. Tienen tiendas de alta gama, así como algunas tiendas de gama baja, restaurantes, bares y mercadillos. Hay algo para todos. Realmente disfrutamos de la gente de Puerto Vallarta, fueron muy amables y amables. Nos encantó nuestra estancia allí.",Puerto Vallarta,Mixta,7,5,2,Mixta,True,71.42857142857143,28.57142857142857
Muy interesante Recorrerlo admirar las piezas expuestas y sobre todo pasear por la zona arqueologica una belleza y muy bien explicado cada rincon por visitar lo recomiendo vale la pena,Cancun,Subjetiva,4,4,0,Subjetivo,False,100.0,0.0
"La mejor playa publica de Cancún Es la mejor playa pública en la zona hoteleras ya que tiene palapas naturales sin costo, solo que hay que llegar a buena hora para tomar una, por la mañana antes de las 12 estan super disponibles",Cancun,Mixta,2,2,0,Subjetivo,False,100.0,0.0
"No me gusto comi un pescado sarandeado y un platillo de camarones  guisados,  los ingredientes si son de calidad solo el sazon no fue el mejor, se me hicieron muy desabridos sin chiste y muy caros, el lugar es precioso pero   no tienen sabor .",Mazatlan,Mixta,1,1,0,Subjetivo,False,100.0,0.0
San Pancho Excelente lugar tranquilo y muy familiar limpio y no saturado con olas y otro espacio tipo alberca la gente muy agradable y servicial para andar en la calle con cafés muy rico,Puerto Vallarta,Mixta,3,2,1,Mixta,True,66.66666666666666,33.33333333333333
"Romántico Bastante bueno para venir en un domingo y disfrutar de un delicioso helado o unos ricos churros, en compañía de tu pareja, familiares o amigos.",CDMX,Subjetiva,1,1,0,Subjetivo,False,100.0,0.0
"Mezcla perfecta de playa, cultura y diversión. Hermosa playa de arena blanca, paseo de 12 millas (el malecón), Observatorio, caminata por el faro El Faro, hospedaje en Pueblo Bonito Mazatlán con acceso a las piscinas, spa y restaurantes de Pueblo Bonito Emerald Bay. Me encantó el centro histórico y la plaza y la catedral.",Mazatlan,Mixta,3,2,1,Mixta,True,66.66666666666666,33.33333333333333
"Barrio genial para visitar Este es un barrio pintoresco en la Ciudad de México con bonitas tiendas y restaurantes. El parque es bonito y el mercado parecía interesante (por desgracia no tuvimos tiempo para explorarlo). Es un buen lugar para visitar, especialmente si necesitas matar algún tiempo antes / después de ir a La Casa Azúl.",CDMX,Mixta,4,3,1,Mixta,True,75.0,25.0
Impressive church Very beautiful catholic church. It can be seen from the Malecon. The altar is impressive. You need to cover your shoulders to be able to visit  the church.,Puerto Vallarta,Mixta,5,3,2,Mixta,True,60.0,40.0
"Buen lugar Buen lugar para convivir con familia y otras personas para divertirse con los sobrinos. Acceso facil y lugar rápido, excelente.",Puebla,Mixta,3,3,0,Subjetivo,False,100.0,0.0
"límpialo No culpamos a los turistas por abarrotar este lugar. La culpa debería recaer en la política de no abordar todo tipo de malos tratos y comportamientos que se dan en esta vía. Seguramente, el lugar podría limpiarse. Además, basura por todas las calles.",Cancun,Subjetiva,5,2,3,Mixta,True,40.0,60.0
"Aguas impresionantes pero no tranquilas NO olas suaves para niños pequeños. Esta es una playa espectacular con aguas claras. Pero si quieres agua verdaderamente tranquila para los más pequeños y estar en el agua, prueba la parte superior de la zona hotelera “ 7 ”! Playa Langosta es hermosa, superficial y tranquila para los más pequeños!",Cancun,Mixta,5,4,1,Mixta,True,80.0,20.0
"Totalmente recomendable. Mercado muy típico, bonito justo en el área del centro y con buenos precios dulces frescos, ropa y toda la artesanía de Puebla.",Puebla,Mixta,2,2,0,Subjetivo,False,100.0,0.0
"La gente es muy accesible y amable, encuentras de todo a buen precio. Super recomendable, puedes estar en playa todo el día y ahí mismo te llevan de todo. La gente de la ciudad es muy amable.",Mazatlan,Subjetiva,3,3,0,Subjetivo,False,100.0,0.0
"Zona divertida pero muy concurrida. Con encanto antiguo y calles empedradas, muchos restaurantes, bares y hoteles; esta zona es muy popular entre los turistas. Es divertido caminar y ver las tiendas también.",Puerto Vallarta,Mixta,3,2,1,Mixta,True,66.66666666666666,33.33333333333333
"Brillante interpretación de una época creativa de la historia Este museo no pretende exhibir artefactos del período barroco, sino describir cómo el arte, la literatura, la música, la tecnología y la ciencia se influyeron mutuamente. Proporciona una visión general, con ejemplos detallados, para mejorar la comprensión de cómo las actividades creativas y exploratorias de diferentes disciplinas se reforzaron entre sí. Salí del museo con una nueva comprensión de la época, porque siempre antes había encontrado la ciencia como un área propia, o el arte de la época como un tema independiente, etc. Este museo lo reúne todo para mostrar cómo ninguno de esas disciplinas se sostenían por sí solas. Este museo es una obra maestra.",Puebla,Mixta,6,4,2,Mixta,True,66.66666666666666,33.33333333333333
¡Hermoso! Mi lugar favorito en Puebla. Esta colorida área tiene un ambiente encantador y tiene algunos bares y cafeterías. Esta es una visita obligada en el centro de la ciudad.,Puebla,Mixta,4,2,2,Mixta,True,50.0,50.0
"Historic place The Fort of Loreto is worth visiting. It contains so much pieces of history related to the Battle of 4 de Mayo in Puebla. The admission was 75 pesos and 45 pesos for video taping. This is the fort in the lower part of the hill. We visited Fort of Guadalupe as well seated on top of the hill. El Fuerte de Loreto vale la pena visitarlo. Contiene muchos documentos, fotos y reliquias antiguas. There are several ways to get to these Forts.  Este fuerte se encuentra ubicado en la parte baja del cerro y el Fuerte de Guadalupe esta en la cima del cerro. Este fuerte tambien lo visitamos y nos encanto. Hay varias maneras de llegar a estos fuertes.",Puebla,Mixta,12,5,7,Mixta,True,41.66666666666667,58.333333333333336
"Hermosos murales. Un palacio muy bonito, y en cual puedes encontrar grandes cosas, lo mejor de todo es que dentro hay unos murales muy hermosos.",CDMX,Subjetiva,2,2,0,Subjetivo,False,100.0,0.0
Bonito lugar para dar un paseo. Un buen lugar para ir si te gusta ver los barcos. Pasamos un par de horas caminando por el puerto deportivo mirando los barcos e investigando las tiendas y restaurantes.,Puerto Vallarta,Mixta,3,2,1,Mixta,True,66.66666666666666,33.33333333333333
Trimaran sevaluk Muy buen paseo por la bahia exelente embarcación cuenta  con kayaks abordo y equipos de esnorkel muy limpio todo. puedes disfrutar de la tranquilidad que te da el mar con un paseo con velas restaurador de vida lejos del estres y lo cotidiano las focas y los delfines que te hacen que tu dia sea uno de los mejores.,Mazatlan,Mixta,3,3,0,Subjetivo,False,100.0,0.0
"para caminar una y otra vez por ahi que belleza de calle peatonal  los colores de sus casas y edificios, esto fue por mucho   junto con Guanajuato  de lo mejor que vi en mi visita a México,me encanto el estilo de sus fachadas,sus colores,su limpieza,sus tiendas Puebla es Bello de verdad su centro histórico de los mejores, si puede tome un autobús y vaya esta a 2 y media horas de México  no se arrepentirá,pongo unas fotos de este lugar que no me dejan mentir",Puebla,Mixta,2,2,0,Subjetivo,False,100.0,0.0
"Verdad o reto No es un lugar para familias con niños, especialmente por la noche, ya que se ha convertido en un patio temático para adultos sin reglas. Muchos dirían que esto es divertido de ver pero definitivamente requiere una Puntuación PG",Puerto Vallarta,Mixta,3,1,2,Mixta,True,33.33333333333333,66.66666666666666
"Imperdible El acceso al parque está bien señalizado, en buen estado y es fácil incluso para personas mayores y niños. Es bastante concurrido. No se permite el ingreso de mochilas, comida ni agua. El castillo es hermoso, muy bien mantenido y muy seguro. Las vistas son espectaculares y todo está muy bien señalizado y rotulado, lo que permite realizar una visita muy bien informada. El personal de seguridad es muy amable y dispuesto a orientar. Sin duda, es una visita imperdible en Ciudad de México.",CDMX,Mixta,8,5,3,Mixta,True,62.5,37.5
Muy decepcionante Definitivamente no vale la pena el tiempo invertido.Definitivamente un lugar tipo atracción turística y no mucho énfasis en los animales o la conservación/protección.El objetivo principal del parque es mantener a las multitudes de familias en movimiento o conduciendo y vender a los visitantes la mayor cantidad de basura posible.¡Muy decepcionante!,Puebla,Subjetiva,5,4,1,Mixta,True,80.0,20.0
"Gran servicio de ferry, pero no apreciamos los extras Reservamos nuestros boletos de regreso en línea para viajar de Playa Caracol a Isla Mujeres. El billete estuvo abierto durante seis meses, así que una vez reservado se trataba de presentarse en el Puerto el día que queríamos viajar, treinta minutos antes de la navegación. El lunes 28 de octubre nos presentamos en Playa Caracol esperando coger el 10. 45 ferry. Sin embargo, como el muelle fue dañado el ferry no pudo salir de Playa Caracol. Nosotros junto con otros pasajeros tuvimos que tomar el autobús local para abordar el ferry desde Playa Tortugas. Se puso un poco confuso, aquellos pasajeros que habían reservado sus boletos desde el quiosco en el Puerto, la compañía pagó su tarifa de autobús. Como habíamos reservado en línea tuvimos que pagar nuestra propia tarifa, solo 12 pesos, aproximadamente 50 peniques, para el viaje de quince minutos. Al llegar a Playa Tortugas abordamos un ferry bastante completo, nos subimos y nos sentamos en la cubierta superior, así que no te preocupes. El ferry se deslizó suavemente lejos del muelle a las 10. 50 . Fue una travesía tranquila a la Isla donde llegamos a las 11. 20 , 30 minutos de navegación. Nuestro regreso debía partir a las 14. 15 , hubo un ligero retraso y partimos 14 . 25 llegando a Playa Tortugas a las 14. 55 La tarifa total de regreso para nosotros dos fue de $ 60. 44 dólares estadounidenses (aproximadamente 47 libras esterlinas), esto incluía los impuestos de los derechos de saneamiento ambiental y la asistencia en el extranjero. En general, el servicio era eficiente, sin problemas y los transbordadores estaban limpios, modernos y bien mantenidos. Sin embargo, hubo algunos problemas que quitaron el brillo de las cosas. Había una señora caminando arriba y abajo de la cubierta vendiendo bocadillos y bebidas frías. Pensaba que $ 10 USD por una lata de cerveza y un paquete de patatas fritas (patatas fritas) era bastante caro. Mientras caminábamos por el embarcadero, había una vieja rueda de barco, donde los pasajeros podían posar y tomar una fotografía oficial. Dos damas intentaron vender las fotos, durante la navegación, estas fueron de $ 8 USD cada una. Durante la navegación el era un tipo cantando en la cubierta superior, no era muy bueno y luego esperaba una propina. Afortunadamente no hubo canto en el viaje de regreso. Encontré que los extras eran un poco de dinero.",Cancun,Mixta,22,4,18,Mixta,True,18.181818181818183,81.81818181818183
Playa muy bonita - muy relajante Embarcación muy económica para llegar a la Isla donde podrás relajarte en la playa. También puedes comer en la playa o simplemente tomar una copa. Me encantó la oportunidad de ver una iguana de cerca y tenerla en mi brazo (para una foto). También me encantó caminar por la playa y hay una colina a la que puedes subir (con cabras) para disfrutar de unas vistas estupendas.,Mazatlan,Mixta,5,3,2,Mixta,True,60.0,40.0
"Hermosa tarde de playa Excelente lugar para ir a pasear, era nuestro primer día en Cancún por lo que ir a las letras a sacarse fotos y luego bajar a playa Delfines fue una excelente opción. Si uno camina un poco más al norte por la playa hay menos gente y es más agradable, de todas formas en la parte principal hay reposeras y quitasoles gratuitos y también es muy agradable. La playa la limpian constantemente. Lo único “malo” es que el mar es muy fuerte como para meterse a nadar.",Cancun,Mixta,5,4,1,Mixta,True,80.0,20.0
"Mucho para experimentar en cada calle y callejón A pesar de ser promocionado como un paraíso para los viajeros LGBTQ, el ZR tiene algo para todos. Hoteles, restaurantes y mercados están aquí en abundancia junto con un increíble tramo de playa (Dead Man's Beach). También es fácil caminar por el agua hasta el área del Malecón.Solo un par de molestias [quizás insignificantes]: los comerciantes callejeros le venderán cualquier cosa (algunos tipos turbios se alegrarán ofreciéndole drogas ilícitas) y pueden ser demasiado persistentes (especialmente los vendedores de tiempo compartido). Además, es posible que el taxista no conozca la calle en la que se encuentra su hotel, así que prepárese para dar indicaciones si regresa aquí desde otra parte de la ciudad.Considerándolo todo, este es un gran lugar para experimentar Puerto Vallarta.",Puerto Vallarta,Mixta,7,4,3,Mixta,True,57.14285714285714,42.857142857142854
PRINCIPAL TEMPLO DE LA CULTURA MEXICA Caminamos por el zócalo y llegamos a este Museo este sitio es lo que fuera el principal templo de la civilización mexica y exhibe más de 14000 objetos.Es fascinante adentrarnos a la historia y conocer más acerca de las civilizaciones.,CDMX,Mixta,4,1,3,Mixta,True,25.0,75.0
Buen paseo!! Recomendable Muy bien Roberto! Lo importante es que se ve que manejan muy bien todo y te sientes seguro(a) todo excelente!! Si vuelvo!,Cancun,Subjetiva,6,5,1,Mixta,True,83.33333333333334,16.666666666666664
"Impresionante con una advertencia de viernes. Divertido. Zumbido. Emocionante. Comida en abundancia. Amable (excepto que el viernes por la noche fue un poco aterrador, borrachos y ruidosos. Pero, en general, me encantó la zona.",Puerto Vallarta,Subjetiva,7,7,0,Subjetivo,False,100.0,0.0
