Titulo,Review,TipoViaje,Calificacion,OrigenAutor,FechaOpinion,FechaEstadia,Ciudad,Atraccion,TituloReview
Excursion sin presupuesto!!!,"Wow! ¡Simplemente increíble! Mi marido y yo visitamos Marzo 2025 ¡Solo cuesta unos 16 USD cada uno! ¡Una gran experiencia para un presupuesto! Vimos a los delfines interactuar y montar pequeños espectáculos! ¡Nadando y saltando en sincronía! ¡Mi marido nunca estuvo cerca de los delfines y estaba completamente sorprendido de su talento! Luego comimos en el restaurante en el lugar con vistas a las piscinas de delfines! La comida fue el mejor tacos de pollo que hemos probado! Y las margaritas de mango y las coronas eran fantásticas y refrescantes! Nuestro servidor era genial! No recuerdo su nombre... ¡toda la experiencia es imprescindible! ¡Si puedes permitirte nadar con ellos al menos ve a ver los espectáculos! ¡Los vimos paseando un gran lobo marino por el paseo del gato! ¡Qué guay! Y vemos todos los acuarios, peces diferentes! ¡El pescado con las manos era increíble! ¡La salamandra no recuerda el nombre de la especie! La zona exterior del acuario es impresionante también, con un montón de compras sin problemas y algunas tiendas de alta gama! Gucci y cocodrilos. Me encantó esta experiencia",Pareja,5,"Fredericton, Canadá",2025-03-06,2025-03-01,Cancun,Acuario Interactivo,"Excursion sin presupuesto!!! Wow! ¡Simplemente increíble! Mi marido y yo visitamos Marzo 2025 ¡Solo cuesta unos 16 USD cada uno! ¡Una gran experiencia para un presupuesto! Vimos a los delfines interactuar y montar pequeños espectáculos! ¡Nadando y saltando en sincronía! ¡Mi marido nunca estuvo cerca de los delfines y estaba completamente sorprendido de su talento! Luego comimos en el restaurante en el lugar con vistas a las piscinas de delfines! La comida fue el mejor tacos de pollo que hemos probado! Y las margaritas de mango y las coronas eran fantásticas y refrescantes! Nuestro servidor era genial! No recuerdo su nombre... ¡toda la experiencia es imprescindible! ¡Si puedes permitirte nadar con ellos al menos ve a ver los espectáculos! ¡Los vimos paseando un gran lobo marino por el paseo del gato! ¡Qué guay! Y vemos todos los acuarios, peces diferentes! ¡El pescado con las manos era increíble! ¡La salamandra no recuerda el nombre de la especie! La zona exterior del acuario es impresionante también, con un montón de compras sin problemas y algunas tiendas de alta gama! Gucci y cocodrilos. Me encantó esta experiencia"
Aquarium,"Delfines y axolotl donde increíble para ver. Pequeño pero increíble acuario. Mi familia realmente lo disfrutó, y no podemos ver que donde vivimos",Familia,4,anonimo,2025-03-04,2025-02-01,Cancun,Acuario Interactivo,"Aquarium Delfines y axolotl donde increíble para ver. Pequeño pero increíble acuario. Mi familia realmente lo disfrutó, y no podemos ver que donde vivimos"
Gran experiencia. Fotos caras. Debo hacerlo.,"Pagamos por el paquete premium. Creo que fue $ 40 extra por persona. Recomiendo encarecidamente este paquete. Teníamos un solo instructor y delfín dedicados a nosotros dos. Mucha interacción con nuestra delfina, Kiara (insegura de la ortografía), que hizo nuestra experiencia. Los paquetes más baratos parecían llenos, 10 personas por delfín. Nuestro paquete también incluía el empuje del pie con dos delfines y el trekking del acuario submarino. Definitivamente aprovechan de subir los precios de las fotos para la experiencia única como se mencionó en otras reseñas. Muy buena calidad de imagen. Si bien es bueno apoyar las instalaciones creo que los precios de las fotos eran excesivos. Aparte de eso tuvimos un gran viaje y el personal era muy educado.",Pareja,5,Oregón,2025-02-15,2025-02-01,Cancun,Acuario Interactivo,"Gran experiencia. Fotos caras. Debo hacerlo. Pagamos por el paquete premium. Creo que fue $ 40 extra por persona. Recomiendo encarecidamente este paquete. Teníamos un solo instructor y delfín dedicados a nosotros dos. Mucha interacción con nuestra delfina, Kiara (insegura de la ortografía), que hizo nuestra experiencia. Los paquetes más baratos parecían llenos, 10 personas por delfín. Nuestro paquete también incluía el empuje del pie con dos delfines y el trekking del acuario submarino. Definitivamente aprovechan de subir los precios de las fotos para la experiencia única como se mencionó en otras reseñas. Muy buena calidad de imagen. Si bien es bueno apoyar las instalaciones creo que los precios de las fotos eran excesivos. Aparte de eso tuvimos un gran viaje y el personal era muy educado."
Experiencia arruinada por estafa fotográfica,"Qué pena que hayamos dejado el acuario totalmente destripado. Reservamos la experiencia premium de delfines y caminata submarina, y disfrutamos de las actividades proporcionadas. Todo lo que necesitábamos era una foto de la experiencia que nos ayudara a recordar el viaje, pero Dios mío... $275 US por las fotos es absurdo. No terminamos comprando las fotos por principio, y ahora no tenemos una sola foto para recordar una experiencia bastante rara. He leído las críticas y respuestas del acuario afirmando que las fotos son un precio similar a otras experiencias en la zona, pero vamos chicos, estás estafando a la gente arruinando lo que debería ser una pequeña experiencia genial. Esto ha cambiado toda nuestra experiencia de grande a pobre. A la gente no le importa pagar una prima por las actividades turísticas, pero no reaccionan bien al ser estafados.",Familia,2,anonimo,2025-01-16,2025-01-01,Cancun,Acuario Interactivo,"Experiencia arruinada por estafa fotográfica Qué pena que hayamos dejado el acuario totalmente destripado. Reservamos la experiencia premium de delfines y caminata submarina, y disfrutamos de las actividades proporcionadas. Todo lo que necesitábamos era una foto de la experiencia que nos ayudara a recordar el viaje, pero Dios mío... $275 US por las fotos es absurdo. No terminamos comprando las fotos por principio, y ahora no tenemos una sola foto para recordar una experiencia bastante rara. He leído las críticas y respuestas del acuario afirmando que las fotos son un precio similar a otras experiencias en la zona, pero vamos chicos, estás estafando a la gente arruinando lo que debería ser una pequeña experiencia genial. Esto ha cambiado toda nuestra experiencia de grande a pobre. A la gente no le importa pagar una prima por las actividades turísticas, pero no reaccionan bien al ser estafados."
Buena experiencia pero fotografía sobrepreciosa,"Tomamos el paquete Ride que incluía 30 minutos para nuestra familia compartido con otras 6 personas. En este tiempo pudimos tocar con salpicaduras y jugar con el delfín. Esto también está incluido en el paquete básico Splash. Además de esto el paquete Ride también incluye un paseo con el delfín. Te aferras a la aleta dorsal y ella nada a través del agua. Todas estas actividades son factibles incluso si no sabes nadar, ya que proporcionan chalecos salvavidas. Sin embargo, mi marido y yo dimos nuestros paseos a nuestros hijos para que pudieran hacer un viaje extra cada uno. La decepción fue que la fotografía no estaba permitida. La única manera de capturar tus recuerdos es comprando las fotografías de la tienda después de la experiencia. Esto costó 250 dólares para 4 de nosotros. La falta de transparencia en este costo fue muy decepcionante, aunque los organizadores afirman que el costo es comparable a otras actividades de este tipo. Otra cosa en retrospectiva era que no había ningún hecho compartido que sucedió. Uno esperaría que con los niños compartieran más detalles y datos divertidos",Familia,3,"Portland, Oregón",2024-12-01,2024-12-01,Cancun,Acuario Interactivo,"Buena experiencia pero fotografía sobrepreciosa Tomamos el paquete Ride que incluía 30 minutos para nuestra familia compartido con otras 6 personas. En este tiempo pudimos tocar con salpicaduras y jugar con el delfín. Esto también está incluido en el paquete básico Splash. Además de esto el paquete Ride también incluye un paseo con el delfín. Te aferras a la aleta dorsal y ella nada a través del agua. Todas estas actividades son factibles incluso si no sabes nadar, ya que proporcionan chalecos salvavidas. Sin embargo, mi marido y yo dimos nuestros paseos a nuestros hijos para que pudieran hacer un viaje extra cada uno. La decepción fue que la fotografía no estaba permitida. La única manera de capturar tus recuerdos es comprando las fotografías de la tienda después de la experiencia. Esto costó 250 dólares para 4 de nosotros. La falta de transparencia en este costo fue muy decepcionante, aunque los organizadores afirman que el costo es comparable a otras actividades de este tipo. Otra cosa en retrospectiva era que no había ningún hecho compartido que sucedió. Uno esperaría que con los niños compartieran más detalles y datos divertidos"
Estafar en imágenes,"Estafa completa en imágenes. Mientras que la experiencia es agradable. Cotizan $ 250 - $ 294 para fotos. Si vas con una familia y como no puedes tomar tus propias fotos, saben que te tienen. No lo descontarán. Así que técnicamente usted 2 - 3 veces el precio del boleto de entrada.",Familia,3,anonimo,2024-11-30,2024-12-01,Cancun,Acuario Interactivo,"Estafar en imágenes Estafa completa en imágenes. Mientras que la experiencia es agradable. Cotizan $ 250 - $ 294 para fotos. Si vas con una familia y como no puedes tomar tus propias fotos, saben que te tienen. No lo descontarán. Así que técnicamente usted 2 - 3 veces el precio del boleto de entrada."
Acuario bueno,"Precioso acuario en el centro comercial. Puede caminar alrededor de una hora, pero tiene una buena zona de contacto para tocar las rayas y estrellas de mar buena zona de observación para observar los delfines con la oportunidad de nadar con los delfines a un costo adicional. La comida es buena en el restaurante.",Familia,4,"Bristol, UK",2024-11-24,2024-11-01,Cancun,Acuario Interactivo,"Acuario bueno Precioso acuario en el centro comercial. Puede caminar alrededor de una hora, pero tiene una buena zona de contacto para tocar las rayas y estrellas de mar buena zona de observación para observar los delfines con la oportunidad de nadar con los delfines a un costo adicional. La comida es buena en el restaurante."
"Un poco corto, pero vale la pena para los delfines (y morsas)","Consigue 4 debido a los delfines, de lo contrario fue un poco decepcionante. Es un pequeño acuario. Esperaba que se pareciera más al Sealife Centre del Reino Unido, pero sería una experiencia muy corta si no fuera por el elemento de los delfines. El espectáculo con los delfines, con la gente nadando con ellos (gente que paga extra) es bastante entretenido, y el personal también sacó una morsa para caminar detrás de nosotros - miramos alrededor y allí estaba en un momento, así que eso fue divertido! Almorzamos en el restaurante y continuamos, y nos dimos cuenta de que era básicamente todo después de eso, solo unos tanques más y es el final. Pero vale la pena, si necesitas algo con lo que llenar una tarde. A las familias con niños les encantará. Los animales parecían bien cuidados y felices, como puedo decir. El personal parecía amable y atento.",Pareja,4,JohnR,2024-11-22,2024-11-01,Cancun,Acuario Interactivo,"Un poco corto, pero vale la pena para los delfines (y morsas) Consigue 4 debido a los delfines, de lo contrario fue un poco decepcionante. Es un pequeño acuario. Esperaba que se pareciera más al Sealife Centre del Reino Unido, pero sería una experiencia muy corta si no fuera por el elemento de los delfines. El espectáculo con los delfines, con la gente nadando con ellos (gente que paga extra) es bastante entretenido, y el personal también sacó una morsa para caminar detrás de nosotros - miramos alrededor y allí estaba en un momento, así que eso fue divertido! Almorzamos en el restaurante y continuamos, y nos dimos cuenta de que era básicamente todo después de eso, solo unos tanques más y es el final. Pero vale la pena, si necesitas algo con lo que llenar una tarde. A las familias con niños les encantará. Los animales parecían bien cuidados y felices, como puedo decir. El personal parecía amable y atento."
Ian y Carlos los mejores anfitriones gracias,Es una experiencia increíble para familia el lugar muy interactivo y educativo la experiencia con nado con delfines hermosa sobretodo las atenciones y servicio en todo momento de Ian y Carlos de foto y video que realizaron un buen trabajo. También a GO MAJESTIC por esta recomendación,Familia,5,anonimo,2024-11-12,2024-11-01,Cancun,Acuario Interactivo,Ian y Carlos los mejores anfitriones gracias Es una experiencia increíble para familia el lugar muy interactivo y educativo la experiencia con nado con delfines hermosa sobretodo las atenciones y servicio en todo momento de Ian y Carlos de foto y video que realizaron un buen trabajo. También a GO MAJESTIC por esta recomendación
Aquadivertido,"Experiencia bonita e informativa, había tenido malos comentarios al respecto pero aún así quise ir a verlo. Fui con mi familia, a todos nos gustó, además por el precio a locales, está muy bien.",Familia,4,"Cancún, México",2024-11-06,2024-11-01,Cancun,Acuario Interactivo,"Aquadivertido Experiencia bonita e informativa, había tenido malos comentarios al respecto pero aún así quise ir a verlo. Fui con mi familia, a todos nos gustó, además por el precio a locales, está muy bien."
Gran manera de pasar una hora de lluvia o 2!,"¡Lindo acuario que permite a los niños pequeños correr en su mayoría en interiores / cubiertos durante una hora más o menos! Lo hicimos en una mañana lluviosa después del desayuno. Pudimos ver a otras personas interactuar con los delfines con el precio de la entrada general. ¡Vale $15 USD para cambiarlo por una pequeña parte del día! También cabe añadir que nos alojamos en el Westin al otro lado de la calle, así que fue solo un paseo rápido.",Familia,4,anonimo,2024-10-18,2024-10-01,Cancun,Acuario Interactivo,"Gran manera de pasar una hora de lluvia o 2! ¡Lindo acuario que permite a los niños pequeños correr en su mayoría en interiores / cubiertos durante una hora más o menos! Lo hicimos en una mañana lluviosa después del desayuno. Pudimos ver a otras personas interactuar con los delfines con el precio de la entrada general. ¡Vale $15 USD para cambiarlo por una pequeña parte del día! También cabe añadir que nos alojamos en el Westin al otro lado de la calle, así que fue solo un paseo rápido."
Este comentario va especialmente para el joven Edimir sosa Cervantes.. nunca cambies,"Todo es hermoso sobre todo la gente que trabaja en ese lugar muy agradables ,,🤍Sin duda lo volvería a visitar Gracias a un joven que trabaja en ese lugar pode encontrar algo personal y el me lo busco y me lo regreso",Pareja,4,"Ciudad de México, México",2024-09-06,2024-09-01,Cancun,Acuario Interactivo,"Este comentario va especialmente para el joven Edimir sosa Cervantes.. nunca cambies Todo es hermoso sobre todo la gente que trabaja en ese lugar muy agradables ,,🤍Sin duda lo volvería a visitar Gracias a un joven que trabaja en ese lugar pode encontrar algo personal y el me lo busco y me lo regreso"
¡Los delfines eran agradables!,"Era el cumpleaños de mis maridos, y a él le encantan los delfines, así que había reservado el paseo de los delfines y chapotear con paquete de trekking acuario para mi familia de 5. Primero no nos dieron nuestros trajes de neopreno, pero luego les dije que dice en el correo electrónico que incluyeron con la caminata, así que luego nos dieron. Hicimos la interacción de delfines primero, que fue una buena experiencia, sin embargo me dio pena por los delfines, preguntándome si deben estar cansándose de hacer las mismas cosas una y otra vez al día, especialmente posando para fotos! Luego hicimos la excursión al acuario, que no recomendaría. Se perdió demasiado tiempo haciendo fotos por los 2 buzos en lugar de dejarnos disfrutar de los peces. Este tanque es muy pequeño y es mejor disfrutar de los peces desde fuera. Ahora, las fotos se nos mostraron al final, que sin duda fueron muy agradables, pero nos citaron $ 250! Ahora, en broma preguntamos si obtendríamos más descuento, pero el fotógrafo se volvió grosero con nosotros, él era como si hubieras pagado por la experiencia, ¿verdad? ¡Entonces por qué no puedes pagar por las fotos! ¡Y estábamos como exactamente! ¡Pagamos más de $ 550 por la experiencia y ahora quieres que perdonemos $ 250! ¡Su comportamiento nos aplazó si no habríamos considerado comprar las fotos! de todos modos creo que la forma ética de ofrecer fotos sería decirnos antes de que empiecen a hacer clic que este sería el cargo , por lo que podemos optar por él u optar por no. eso no sólo ahorraría nuestro tiempo sino también , minimizar el estrés a los delfines. o deberían hacer paquetes establecidos.",Familia,4,"Leicester, UK",2024-08-31,2024-07-01,Cancun,Acuario Interactivo,"¡Los delfines eran agradables! Era el cumpleaños de mis maridos, y a él le encantan los delfines, así que había reservado el paseo de los delfines y chapotear con paquete de trekking acuario para mi familia de 5. Primero no nos dieron nuestros trajes de neopreno, pero luego les dije que dice en el correo electrónico que incluyeron con la caminata, así que luego nos dieron. Hicimos la interacción de delfines primero, que fue una buena experiencia, sin embargo me dio pena por los delfines, preguntándome si deben estar cansándose de hacer las mismas cosas una y otra vez al día, especialmente posando para fotos! Luego hicimos la excursión al acuario, que no recomendaría. Se perdió demasiado tiempo haciendo fotos por los 2 buzos en lugar de dejarnos disfrutar de los peces. Este tanque es muy pequeño y es mejor disfrutar de los peces desde fuera. Ahora, las fotos se nos mostraron al final, que sin duda fueron muy agradables, pero nos citaron $ 250! Ahora, en broma preguntamos si obtendríamos más descuento, pero el fotógrafo se volvió grosero con nosotros, él era como si hubieras pagado por la experiencia, ¿verdad? ¡Entonces por qué no puedes pagar por las fotos! ¡Y estábamos como exactamente! ¡Pagamos más de $ 550 por la experiencia y ahora quieres que perdonemos $ 250! ¡Su comportamiento nos aplazó si no habríamos considerado comprar las fotos! de todos modos creo que la forma ética de ofrecer fotos sería decirnos antes de que empiecen a hacer clic que este sería el cargo , por lo que podemos optar por él u optar por no. eso no sólo ahorraría nuestro tiempo sino también , minimizar el estrés a los delfines. o deberían hacer paquetes establecidos."
Actuación con los delfines,Es bastante pequeño pero su atractivo principal son los delfines y sus actuaciones. Creo que es algo que hay que visitar aunque el precio es bastante elevado comparando con otros Aquarius que hemos visitado,Familia,4,"Arizkun, España",2024-08-19,2024-08-01,Cancun,Acuario Interactivo,Actuación con los delfines Es bastante pequeño pero su atractivo principal son los delfines y sus actuaciones. Creo que es algo que hay que visitar aunque el precio es bastante elevado comparando con otros Aquarius que hemos visitado
Robo en Acuario de Cancun,No te pueden cobrar 2 entradas al nado con delfines 280 dolares y 10 fotos de mala calidad 290 dólares. Son unos delincuentes.,Solitario,1,"San Martín de los Andes, Argentina",2024-07-27,2024-07-01,Cancun,Acuario Interactivo,Robo en Acuario de Cancun No te pueden cobrar 2 entradas al nado con delfines 280 dolares y 10 fotos de mala calidad 290 dólares. Son unos delincuentes.
Sé consciente de ser estafado por las fotos,"La experiencia es buena, pero ten en cuenta las fotos caras. No te permiten usar tu teléfono para capturar momentos de interacciones con los delfines y los fotógrafos vienen a tomar fotos sin revelar ningún precio. Resultó ser al menos $ 200 si quieres fotos para llevar a casa. Creo que eso es injusto y no transparente. Creo que debería comunicarse previamente. Haría esto en el parque Xcaret para al menos poder tomar fotos o se incluirán en el paquete de fotos.",Familia,3,"Starkville, MS",2024-07-18,2024-07-01,Cancun,Acuario Interactivo,"Sé consciente de ser estafado por las fotos La experiencia es buena, pero ten en cuenta las fotos caras. No te permiten usar tu teléfono para capturar momentos de interacciones con los delfines y los fotógrafos vienen a tomar fotos sin revelar ningún precio. Resultó ser al menos $ 200 si quieres fotos para llevar a casa. Creo que eso es injusto y no transparente. Creo que debería comunicarse previamente. Haría esto en el parque Xcaret para al menos poder tomar fotos o se incluirán en el paquete de fotos."
Hermosa,"Hermoso lugar! Hice el trekking submarino y la experiencia de los delfines! Tenía miedo al principio, pero el personal era paciente y amable y me divertí mucho!",Solitario,5,anonimo,2024-06-21,2024-05-01,Cancun,Acuario Interactivo,"Hermosa Hermoso lugar! Hice el trekking submarino y la experiencia de los delfines! Tenía miedo al principio, pero el personal era paciente y amable y me divertí mucho!"
Interacción con delfines en el Acuario La Isla Mall,"3 adultos y 3 niños de 4 a 11 años hicieron la experiencia con los delfines y se lo pasaron de maravilla. Todo el personal y los entrenadores fueron fantásticos, al igual que el personal en línea cuando tuvimos que cambiar las reservas. Gran respeto mostrado por todos los animales. Toneladas de excelente información. Unos 45 minutos en la piscina con los delfines. Instalaciones y equipos muy limpios. Bien vale la pena el costo y un 30 % de descuento si reserva en línea. Acuario pequeño pero bonito. El espectáculo nocturno es genial. Recomendable altamente.",Familia,5,anonimo,2024-06-20,2024-06-01,Cancun,Acuario Interactivo,"Interacción con delfines en el Acuario La Isla Mall 3 adultos y 3 niños de 4 a 11 años hicieron la experiencia con los delfines y se lo pasaron de maravilla. Todo el personal y los entrenadores fueron fantásticos, al igual que el personal en línea cuando tuvimos que cambiar las reservas. Gran respeto mostrado por todos los animales. Toneladas de excelente información. Unos 45 minutos en la piscina con los delfines. Instalaciones y equipos muy limpios. Bien vale la pena el costo y un 30 % de descuento si reserva en línea. Acuario pequeño pero bonito. El espectáculo nocturno es genial. Recomendable altamente."
Formidable experiencia.,"Una experiencia formidable. Mi hijo de 4 años es fanático del mundo marino. Aprovechamos no solamente que observara los pescados en las peceras y tocara a las mantarrayas, si no también la experiencia con delfines; por su edad, solamente nos recomendaron que lo tocara y lo disfrutamos al máximo.Gracias a Óscar por ser un excelente instructor y amigo de los delfines y por su atención y recomendaciones.",Familia,5,"Mérida, México",2024-06-10,2024-06-01,Cancun,Acuario Interactivo,"Formidable experiencia. Una experiencia formidable. Mi hijo de 4 años es fanático del mundo marino. Aprovechamos no solamente que observara los pescados en las peceras y tocara a las mantarrayas, si no también la experiencia con delfines; por su edad, solamente nos recomendaron que lo tocara y lo disfrutamos al máximo.Gracias a Óscar por ser un excelente instructor y amigo de los delfines y por su atención y recomendaciones."
Una parada obligatoria,"Fue toda una experiencia, sin duda.El show de los delfines, ver a las medusas, nadar con los peces fueron de las cosas que más me gustaron de mi visita.",Pareja,5,anonimo,2024-06-07,2024-06-01,Cancun,Acuario Interactivo,"Una parada obligatoria Fue toda una experiencia, sin duda.El show de los delfines, ver a las medusas, nadar con los peces fueron de las cosas que más me gustaron de mi visita."
Muy buena experiencia pero...,"Fui con mi familia y somos locales, al mencionarlo se nos ofreció el precio preferencial, queríamos la entrada con el show de delfines, pero el siguiente era hasta las 7 de la tarde. HACEN FALTA ESPECIES!!!! recuerdo que años anteriores había diferentes tiburones y en el principal se encontraba un buzo hablando con las personas, eso fue un golpe de nostalgia y tristeza. Algo en lo que me gustaría que mejorarán es en la información que brinde el staff sobre las especies y más en las de interacción y no es por falta de personal porque en la entrada había 4 empleados sin hacer nada y solo riéndose. Otro punto que no me agradó en lo absoluto fue el baño, tenía un olor DE-TES-TA-BLE olía como a caño cosa que no tiene en lo demás del lugar.",Familia,4,anonimo,2024-06-07,2024-05-01,Cancun,Acuario Interactivo,"Muy buena experiencia pero... Fui con mi familia y somos locales, al mencionarlo se nos ofreció el precio preferencial, queríamos la entrada con el show de delfines, pero el siguiente era hasta las 7 de la tarde. HACEN FALTA ESPECIES!!!! recuerdo que años anteriores había diferentes tiburones y en el principal se encontraba un buzo hablando con las personas, eso fue un golpe de nostalgia y tristeza. Algo en lo que me gustaría que mejorarán es en la información que brinde el staff sobre las especies y más en las de interacción y no es por falta de personal porque en la entrada había 4 empleados sin hacer nada y solo riéndose. Otro punto que no me agradó en lo absoluto fue el baño, tenía un olor DE-TES-TA-BLE olía como a caño cosa que no tiene en lo demás del lugar."
Interactivo con delfines muy bueno,Excelente paseo... Faltaría un poco mas de explicación sobre los delfines antes de hacer la actividad interactiva... El acuario es pequeño...Los pack de fotos y la tienda de regalos a un precio muy elevado... Sale mas caro el paquete de fotos que la entrada interactiva con los delfines,Familia,5,"Cafayate, Argentina",2024-06-06,2024-05-01,Cancun,Acuario Interactivo,Interactivo con delfines muy bueno Excelente paseo... Faltaría un poco mas de explicación sobre los delfines antes de hacer la actividad interactiva... El acuario es pequeño...Los pack de fotos y la tienda de regalos a un precio muy elevado... Sale mas caro el paquete de fotos que la entrada interactiva con los delfines
¡Una experiencia costosa pero increíble!,"¡Nadar con los delfines fue una experiencia inolvidable! Estar de cerca y en persona con estas majestuosas criaturas fue realmente mágico. La oportunidad de besarlos fue lo más destacado, creando recuerdos preciados. Se lo recomiendo a cualquiera que busque una aventura única. Sin embargo, es importante tener en cuenta que no permiten fotografías personales, optando en su lugar por un servicio profesional. Los paquetes de fotos son caros, 50 $ por 1 foto y 150 $ por todas. Intentó negociar, pero al final no bajó de 100 $.",Pareja,4,anonimo,2024-05-08,2024-05-01,Cancun,Acuario Interactivo,"¡Una experiencia costosa pero increíble! ¡Nadar con los delfines fue una experiencia inolvidable! Estar de cerca y en persona con estas majestuosas criaturas fue realmente mágico. La oportunidad de besarlos fue lo más destacado, creando recuerdos preciados. Se lo recomiendo a cualquiera que busque una aventura única. Sin embargo, es importante tener en cuenta que no permiten fotografías personales, optando en su lugar por un servicio profesional. Los paquetes de fotos son caros, 50 $ por 1 foto y 150 $ por todas. Intentó negociar, pero al final no bajó de 100 $."
Un pequeño y agradable evento paralelo mientras camina por La Isla.,Paré aquí mientras paseaba por La Isla. Hice la entrada general por ~ $ 17 USD y tuvo una buena relación calidad-precio. Súper limpio y bien mantenido por dentro con paneles electrónicos informativos en todas partes. Bonita pasarela/puente donde puedes observar a los entrenadores con delfines y ver a las personas que pagaron $$$$ para meterse en el agua con ellos.,Pareja,3,danaere,2024-05-05,2024-05-01,Cancun,Acuario Interactivo,Un pequeño y agradable evento paralelo mientras camina por La Isla. Paré aquí mientras paseaba por La Isla. Hice la entrada general por ~ $ 17 USD y tuvo una buena relación calidad-precio. Súper limpio y bien mantenido por dentro con paneles electrónicos informativos en todas partes. Bonita pasarela/puente donde puedes observar a los entrenadores con delfines y ver a las personas que pagaron $$$$ para meterse en el agua con ellos.
Excelente experiencia,"La interacción con los delfines estuvo increíble, mi peque y yo lo disfrutamos mucho. La entrenadora muy atenta y profesional, en general todos los que laboran ahí, atentos y respetuosos. Hay que ir con tiempo para darte un regaderazo antes de ingresar, puedes llevar tu ropa de cambio, ya que te dan acceso a in locker y también a las regaderas. Lo único que no vi conveniente es que el paquete fotográfico (desde el más económico, casi 2 milpesos), cueste lo mismo o más que la propia experiencia, de ahí en fuera todo excelente!",Familia,5,anonimo,2024-04-15,2024-04-01,Cancun,Acuario Interactivo,"Excelente experiencia La interacción con los delfines estuvo increíble, mi peque y yo lo disfrutamos mucho. La entrenadora muy atenta y profesional, en general todos los que laboran ahí, atentos y respetuosos. Hay que ir con tiempo para darte un regaderazo antes de ingresar, puedes llevar tu ropa de cambio, ya que te dan acceso a in locker y también a las regaderas. Lo único que no vi conveniente es que el paquete fotográfico (desde el más económico, casi 2 milpesos), cueste lo mismo o más que la propia experiencia, de ahí en fuera todo excelente!"
Interesante si estás en el centro comercial.,"Es un acuario de centro comercial. Es bastante pequeño a pesar de tener delfines. Sin embargo, me gustaron los ajolotes. Tiene un par de tanques de contacto, algunos peces tropicales y un tanque grande con algunos peces fugu geniales. También puede estar bastante concurrido.",Pareja,3,"Juneau, AK",2024-03-27,2024-03-01,Cancun,Acuario Interactivo,"Interesante si estás en el centro comercial. Es un acuario de centro comercial. Es bastante pequeño a pesar de tener delfines. Sin embargo, me gustaron los ajolotes. Tiene un par de tanques de contacto, algunos peces tropicales y un tanque grande con algunos peces fugu geniales. También puede estar bastante concurrido."
Experiencia divertida en La Isla,"Como lo indica el título, si estás en La Isla, también puedes echarle un vistazo. Hay una gran diferencia de precios entre los diferentes ""niveles"" de su experiencia, pensamos que nadar con delfines era demasiado caro, así que no nos molestamos. Sin embargo, la tarifa de entrada estándar que optamos por caminar y pasar tiempo con las rayas y las tortugas marinas fue bastante divertida. Si estás con niños pequeños, definitivamente vale la pena.",Familia,4,"Buenos Aires, Argentina",2024-03-27,2024-03-01,Cancun,Acuario Interactivo,"Experiencia divertida en La Isla Como lo indica el título, si estás en La Isla, también puedes echarle un vistazo. Hay una gran diferencia de precios entre los diferentes ""niveles"" de su experiencia, pensamos que nadar con delfines era demasiado caro, así que no nos molestamos. Sin embargo, la tarifa de entrada estándar que optamos por caminar y pasar tiempo con las rayas y las tortugas marinas fue bastante divertida. Si estás con niños pequeños, definitivamente vale la pena."
Genial para niños,"Los delfines son su principal atractivo. Es decente. También hay una piscina de mantarrayas donde puedes acariciarlas.En general, vale la pena si tienes niños a los que necesitas entretener.",Familia,4,"Toronto, Canadá",2024-02-11,2024-02-01,Cancun,Acuario Interactivo,"Genial para niños Los delfines son su principal atractivo. Es decente. También hay una piscina de mantarrayas donde puedes acariciarlas.En general, vale la pena si tienes niños a los que necesitas entretener."
No pierdas tu tiempo,"Leímos que sería una parada estupenda para una familia con niños pequeños (tenemos un niño de 2 años). Fue la mayor pérdida de dinero. No hay nada interactivo más que un tanque de rayas y un tanque de estrellas de mar. El acuario tiene como 20 peceras adentro y eso es todo. Si no compras los extras (encuentros con delfines, fotografía de leones marinos, etc.), el recorrido cuesta literalmente entre 15 y 20 minutos por $ 30 USD por persona.",Familia,1,anonimo,2024-02-10,2024-02-01,Cancun,Acuario Interactivo,"No pierdas tu tiempo Leímos que sería una parada estupenda para una familia con niños pequeños (tenemos un niño de 2 años). Fue la mayor pérdida de dinero. No hay nada interactivo más que un tanque de rayas y un tanque de estrellas de mar. El acuario tiene como 20 peceras adentro y eso es todo. Si no compras los extras (encuentros con delfines, fotografía de leones marinos, etc.), el recorrido cuesta literalmente entre 15 y 20 minutos por $ 30 USD por persona."
¡Pescado limpio!,"El acuario en sí estaba parcialmente en renovación: no se observaron peces en el acuario más grande.Disfrutamos la oportunidad de acariciar las rayas, tocar las estrellas de mar y ver la parte inferior de algunos tiburones nodriza.En general, es un poco caro para lo que es, pero es probable que se vendan cupones en la plaza general para reducir costos.¡Una actividad divertida para hacer si tienes un pequeño al que le encanta todo lo relacionado con el océano!",Familia,4,Jle,2024-02-09,2024-02-01,Cancun,Acuario Interactivo,"¡Pescado limpio! El acuario en sí estaba parcialmente en renovación: no se observaron peces en el acuario más grande.Disfrutamos la oportunidad de acariciar las rayas, tocar las estrellas de mar y ver la parte inferior de algunos tiburones nodriza.En general, es un poco caro para lo que es, pero es probable que se vendan cupones en la plaza general para reducir costos.¡Una actividad divertida para hacer si tienes un pequeño al que le encanta todo lo relacionado con el océano!"
