Titulo,Review,TipoViaje,Calificacion,OrigenAutor,FechaOpinion,FechaEstadia,Ciudad,Atraccion,TituloReview
Cumpleaños especial!,"Fuimos a celebrar el cumpleaños de una amiga, y desde que llegamos, Lulú y Paula de recepción un encanto, después en nuestra trajinera SONORA, conocimos a Sexy Antony y al capitán Adrián, súper divertidos y bailadores! La noche fue tan amena y divertida! El norteño es INCREIBLEEEEE",Amigos,5,anonimo,2025-08-19,2025-08-01,Cancun,Xoximilco Cancun By Xcaret,"Cumpleaños especial!. Fuimos a celebrar el cumpleaños de una amiga, y desde que llegamos, Lulú y Paula de recepción un encanto, después en nuestra trajinera SONORA, conocimos a Sexy Antony y al capitán Adrián, súper divertidos y bailadores! La noche fue tan amena y divertida! El norteño es INCREIBLEEEEE."
Recomendado,"Visitamos este lugar para celebrar el cumpleaños de una amiga y todo estuvo increíble, todos nos divertimos. El servicio de Adrián y sexy Tony fue muy destacado.",desconocido,5,"Ciudad de México, México",2025-08-17,2025-08-01,Cancun,Xoximilco Cancun By Xcaret,"Recomendado. Visitamos este lugar para celebrar el cumpleaños de una amiga y todo estuvo increíble, todos nos divertimos. El servicio de Adrián y sexy Tony fue muy destacado."
Xoximilco Experience,We had the pleasure of meeting Geo and Herasmo during our experience to Xoximilco. Los recomiendo al 100. Muchas gracias por todo chicos!!! El lugar espectacular y laExperiencia es una de las mejores que hemos tenido durante nuestra visita en Cancun! Volveremos pronto 🥰,Pareja,5,anonimo,2025-08-12,2025-08-01,Cancun,Xoximilco Cancun By Xcaret,Xoximilco Experience. We had the pleasure of meeting Geo and Herasmo during our experience to Xoximilco. Los recomiendo al 100. Muchas gracias por todo chicos!!! El lugar espectacular y laExperiencia es una de las mejores que hemos tenido durante nuestra visita en Cancun! Volveremos pronto 🥰.
Genial.,¡Lo mejor que he pasado en mucho tiempo! Definitivamente volviendo. Voy a contar a amigos y familiares sobre mi experiencia aquí. No puedo esperar a volver,desconocido,5,anonimo,2025-08-12,2025-08-01,Cancun,Xoximilco Cancun By Xcaret,Genial. ¡Lo mejor que he pasado en mucho tiempo! Definitivamente volviendo. Voy a contar a amigos y familiares sobre mi experiencia aquí. No puedo esperar a volver.
Noche mexicana de fiesta y diversión,"Ambiente muy de fiesta mexicana, te permite conocer ciertos platos y dulces tipicos de Mexico, ambiente cool con musica en vivo",Familia,5,anonimo,2025-08-09,2025-08-01,Cancun,Xoximilco Cancun By Xcaret,"Noche mexicana de fiesta y diversión. Ambiente muy de fiesta mexicana, te permite conocer ciertos platos y dulces tipicos de Mexico, ambiente cool con musica en vivo."
Árbol de la vida,"Diego y edwin de la trajinera árbol de la vida fueron increíbles, fue nuestra primera ocasión de visita en xoximilco y superó nuestras expectativas, el lugar es increíble, el servicio excelente y la comida deliciosa, mil gracias a la mujeres bellas que nos prepararon la deliciosa comida, sin duda esperamos regresar pronto a Xoximilco",desconocido,5,anonimo,2025-08-08,2025-08-01,Cancun,Xoximilco Cancun By Xcaret,"Árbol de la vida. Diego y edwin de la trajinera árbol de la vida fueron increíbles, fue nuestra primera ocasión de visita en xoximilco y superó nuestras expectativas, el lugar es increíble, el servicio excelente y la comida deliciosa, mil gracias a la mujeres bellas que nos prepararon la deliciosa comida, sin duda esperamos regresar pronto a Xoximilco."
Muy divertido,"La experiencia fue súper divertida, lo disfrutamos mucho. Había un poco de calor, por la temporada del año, pero eso no impidió que nos divirtieramos y bailaramos.",Familia,5,Caribe,2025-08-01,2025-07-01,Cancun,Xoximilco Cancun By Xcaret,"Muy divertido. La experiencia fue súper divertida, lo disfrutamos mucho. Había un poco de calor, por la temporada del año, pero eso no impidió que nos divirtieramos y bailaramos."
Gracias por todo!,"Muy bonita la experiencia, tráiganse ropa cómoda porque el calorcito está deli!! Tuvimos la experiencia con francisco y Enrique y fue genial!!!",Familia,5,anonimo,2025-07-31,2025-07-01,Cancun,Xoximilco Cancun By Xcaret,"Gracias por todo!. Muy bonita la experiencia, tráiganse ropa cómoda porque el calorcito está deli!! Tuvimos la experiencia con francisco y Enrique y fue genial!!!."
animación,Las clases de bailes con la animadora Geidy. El yoga en la playa. Todo muy genial. Muy rica la carne de cerdo.  El servicio excelente. Excelente viaje.,Familia,5,anonimo,2025-07-26,2025-07-01,Cancun,Xoximilco Cancun By Xcaret,animación. Las clases de bailes con la animadora Geidy. El yoga en la playa. Todo muy genial. Muy rica la carne de cerdo.  El servicio excelente. Excelente viaje.
Es muy divertido,"Está espectacular el servicio, es muy lindo que resalten esta nuestra cultura y tradiciones, lo recomiendo 100%, regresaré en mi próximo cumpleaños y porque no solo a celebrar la buena vida.",Familia,5,anonimo,2025-07-21,2025-07-01,Cancun,Xoximilco Cancun By Xcaret,"Es muy divertido. Está espectacular el servicio, es muy lindo que resalten esta nuestra cultura y tradiciones, lo recomiendo 100%, regresaré en mi próximo cumpleaños y porque no solo a celebrar la buena vida."
Excelente,"Excelente servicio muy bien ambiente y guía , recomiendo totalmente, muy agusto, volvería otra ocasión sin duda alguna",Familia,5,anonimo,2025-07-21,2025-07-01,Cancun,Xoximilco Cancun By Xcaret,"Excelente. Excelente servicio muy bien ambiente y guía , recomiendo totalmente, muy agusto, volvería otra ocasión sin duda alguna."
Parques Xcaret hermosas experiencias,Fue una muy grata experiencia que en algún momento de mi vida repetiré y recomendaré a mis amigos y familiares para que disfruten de tan hermosa experiencia.,Pareja,5,anonimo,2025-07-15,2025-07-01,Cancun,Xoximilco Cancun By Xcaret,Parques Xcaret hermosas experiencias. Fue una muy grata experiencia que en algún momento de mi vida repetiré y recomendaré a mis amigos y familiares para que disfruten de tan hermosa experiencia.
I LOVE XOCHIMILCO,"El ambiente, el espectáculo desde que entras al recinto, los animadores de cada trajinera, los mariachis cantando todos juntos en mitad del recorrido... Todo espectacular",Pareja,5,anonimo,2025-07-10,2025-07-01,Cancun,Xoximilco Cancun By Xcaret,"I LOVE XOCHIMILCO. El ambiente, el espectáculo desde que entras al recinto, los animadores de cada trajinera, los mariachis cantando todos juntos en mitad del recorrido... Todo espectacular."
Diversión al límite,La fiesta es increíble desde que llegas! El ambiente en la trajinera es super divertido. La música padrisima!  El animador muy servicial y divertido. Las instalaciones preciosas!,Amigos,5,anonimo,2025-07-04,2025-06-01,Cancun,Xoximilco Cancun By Xcaret,Diversión al límite. La fiesta es increíble desde que llegas! El ambiente en la trajinera es super divertido. La música padrisima!  El animador muy servicial y divertido. Las instalaciones preciosas!.
¡La mejor noche mexicana!,"El mejor ambiente música, bebida y comida. La mejor animación. La pasamos de maravillas gracias a Bryan y Antonio de la trajinera.",Amigos,5,Puerto Rico,2025-07-04,2025-06-01,Cancun,Xoximilco Cancun By Xcaret,"¡La mejor noche mexicana!. El mejor ambiente música, bebida y comida. La mejor animación. La pasamos de maravillas gracias a Bryan y Antonio de la trajinera."
Espectácular,"Espectacular, maravilloso.. La atención, la comida etc… Lo mejor de lo mejor, primera vez en Cancún y me llevo la mejor experiencia",Familia,5,anonimo,2025-07-03,2025-07-01,Cancun,Xoximilco Cancun By Xcaret,"Espectácular. Espectacular, maravilloso.. La atención, la comida etc… Lo mejor de lo mejor, primera vez en Cancún y me llevo la mejor experiencia."
Nos encantó esta experiencia,"Excelente experiencia de principio a fin.  Maravillosas instalaciones, el show es maravilloso,  el guía y el conductor de la trajinera fueron muy divertidos y atentos.",Familia,5,"Bogotá, Colombia",2025-07-01,2025-06-01,Cancun,Xoximilco Cancun By Xcaret,"Nos encantó esta experiencia. Excelente experiencia de principio a fin.  Maravillosas instalaciones, el show es maravilloso,  el guía y el conductor de la trajinera fueron muy divertidos y atentos."
Maravilloso,"Todo excelente lo recomiendo,en el lugar nos trataron como en casa 100% recomendado para pasarla bien, faltaría agrega agua de regreso",Pareja,5,anonimo,2025-06-29,2025-06-01,Cancun,Xoximilco Cancun By Xcaret,"Maravilloso. Todo excelente lo recomiendo,en el lugar nos trataron como en casa 100% recomendado para pasarla bien, faltaría agrega agua de regreso."
Una experiencia inigualable!!!!,"Excepcional!! Súper divertida!!!Giovanni, nuestro acompañante durante la experiencia, divino. Hizo de la atracción una experiencia inolvidable.",Pareja,5,anonimo,2025-06-28,2025-06-01,Cancun,Xoximilco Cancun By Xcaret,"Una experiencia inigualable!!!!. Excepcional!! Súper divertida!!!Giovanni, nuestro acompañante durante la experiencia, divino. Hizo de la atracción una experiencia inolvidable."
Una noche inolvidable,"El ambiente es muy agradable, interactúas con la gente que va en la trajinera, el personal es muy amable.",Familia,5,anonimo,2025-06-27,2025-06-01,Cancun,Xoximilco Cancun By Xcaret,"Una noche inolvidable. El ambiente es muy agradable, interactúas con la gente que va en la trajinera, el personal es muy amable."
"La verdad que sólo puedo decir que volvería las veces que pueda, porque el lugar no tiene de desperdicio","Que sigan abriendo las puertas a ese lugar, tan hermoso para que los visitan te puedan disfrutar de tantas cosas bonitas que tienen",Solitario,5,anonimo,2025-06-24,2025-06-01,Cancun,Xoximilco Cancun By Xcaret,"La verdad que sólo puedo decir que volvería las veces que pueda, porque el lugar no tiene de desperdicio. Que sigan abriendo las puertas a ese lugar, tan hermoso para que los visitan te puedan disfrutar de tantas cosas bonitas que tienen."
Fiesta no Siesta,¡El mejor momento! El entretenimiento y la comida eran de primera categoría. Lo recomendaría sin dudarlo. ¡Te encantará cada segundo de IT!,Pareja,5,anonimo,2025-06-18,2025-06-01,Cancun,Xoximilco Cancun By Xcaret,Fiesta no Siesta. ¡El mejor momento! El entretenimiento y la comida eran de primera categoría. Lo recomendaría sin dudarlo. ¡Te encantará cada segundo de IT!.
Gran tiempo,Gran tiempo lo hará de nuevo Freddy y alby gran y maravillosa gente la comida era genial todo era genial muchas gracias por la hospitalidad maravillosa gracias por el gran servicio y buen tiempo,Pareja,5,anonimo,2025-06-15,2025-06-01,Cancun,Xoximilco Cancun By Xcaret,Gran tiempo. Gran tiempo lo hará de nuevo Freddy y alby gran y maravillosa gente la comida era genial todo era genial muchas gracias por la hospitalidad maravillosa gracias por el gran servicio y buen tiempo.
Excelente lugar para introducirse en la cultura y música mexicana,"Una experiencia mexicana muy agradable. Estuve aquí con amigos y disfrutamos mucho. El ambiente es genial con música en vivo, comida, baile y bebidas. Me encantó el tema. Los guías son muy enérgicos y alegres con divertidos juegos planeados para la noche. Sin duda un lugar de visita obligada para conocer la cultura y música mexicana. Harás nuevos amigos aquí en caso de que visites solo.",Pareja,5,"Bangalore, India",2025-06-05,2025-06-01,Cancun,Xoximilco Cancun By Xcaret,"Excelente lugar para introducirse en la cultura y música mexicana. Una experiencia mexicana muy agradable. Estuve aquí con amigos y disfrutamos mucho. El ambiente es genial con música en vivo, comida, baile y bebidas. Me encantó el tema. Los guías son muy enérgicos y alegres con divertidos juegos planeados para la noche. Sin duda un lugar de visita obligada para conocer la cultura y música mexicana. Harás nuevos amigos aquí en caso de que visites solo."
100 recomendable,"Todo muy bien, buen ubicado, agarre el tour para no manejar!!! Comida bien, trago a Full, si quieres algo más fresa igual se puede comprar, si lo recomiendo",Amigos,5,anonimo,2025-06-03,2025-06-01,Cancun,Xoximilco Cancun By Xcaret,"100 recomendable. Todo muy bien, buen ubicado, agarre el tour para no manejar!!! Comida bien, trago a Full, si quieres algo más fresa igual se puede comprar, si lo recomiendo."
CUMPLEAÑOS MEGA INCREIBLE,"Fue mi cumpleaños y Josue y Cesar encargados de la trajinera me hciieron pasar un Cumpleaños Increíble, se los mega recomiendo.",Amigos,5,anonimo,2025-06-01,2025-05-01,Cancun,Xoximilco Cancun By Xcaret,"CUMPLEAÑOS MEGA INCREIBLE. Fue mi cumpleaños y Josue y Cesar encargados de la trajinera me hciieron pasar un Cumpleaños Increíble, se los mega recomiendo."
Experiencia inolvidable!!,"100% más de lo que esperaba. La comida estaba bien para probar los platos y bebidas tradicionales mexicanos, y tienen opciones para restricciones dietéticas. Desde el transporte hasta el final de la fiesta, fue una excelente experiencia. La música en vivo fue increíble, las instalaciones son hermosas, el personal es educado y nuestros guías Diego y Roberto de Viva Cancún Trajinera fueron excepcionales! Muy buena experiencia! Vale cada centavo más una buena propina!",Familia,5,anonimo,2025-05-29,2025-05-01,Cancun,Xoximilco Cancun By Xcaret,"Experiencia inolvidable!!. 100% más de lo que esperaba. La comida estaba bien para probar los platos y bebidas tradicionales mexicanos, y tienen opciones para restricciones dietéticas. Desde el transporte hasta el final de la fiesta, fue una excelente experiencia. La música en vivo fue increíble, las instalaciones son hermosas, el personal es educado y nuestros guías Diego y Roberto de Viva Cancún Trajinera fueron excepcionales! Muy buena experiencia! Vale cada centavo más una buena propina!."
Xochimilco,"Visita, personal y guía son increíbles! Javier, el guía y Juan, el que llevaba el bote, hicieron que nuestra estadía fuera la mejor de todas. Hay que volver.",Familia,5,Florida,2025-05-28,2025-05-01,Cancun,Xoximilco Cancun By Xcaret,"Xochimilco. Visita, personal y guía son increíbles! Javier, el guía y Juan, el que llevaba el bote, hicieron que nuestra estadía fuera la mejor de todas. Hay que volver."
Muy lindo lugar muy bien mantenido,Todo bien no nos sacamos las sesiones de fotos solo por la espera que había Bueno en una próxima si o si. Volveré en otra oportunidad,Amigos,5,anonimo,2025-05-28,2025-05-01,Cancun,Xoximilco Cancun By Xcaret,Muy lindo lugar muy bien mantenido. Todo bien no nos sacamos las sesiones de fotos solo por la espera que había Bueno en una próxima si o si. Volveré en otra oportunidad.
Felicidades,"Increíble experiencia, grandes bebidas, Julio César fue fantástico e hizo la experiencia memorable y vale la pena. ¡No puedo esperar a volver!",Amigos,5,anonimo,2025-05-21,2025-05-01,Cancun,Xoximilco Cancun By Xcaret,"Felicidades. Increíble experiencia, grandes bebidas, Julio César fue fantástico e hizo la experiencia memorable y vale la pena. ¡No puedo esperar a volver!."
Lástima!,"Todo parecía ir bien, la música bien, la comida y los paisajes re lindos el barco puebla bonito. Pero el encargado animador Alberto y el capitan ángel Miguel andaban en un pleito de nunca acabar. Llegó un momento que estuvo tenso el ambiente el animador Alberto no nos ponía atención por estar en el celular y el capitán se la pasaba chocándo a propósito para hacer enojar al otro y no le importaba que la gente se asustara por los golpes y por su cara de malo.Triste por que todo iba bien opino que no los pongan juntos por qué nos arruinaron la noche al menos a mi y mi familia. aun lado teníamos un barquito donde si se la estaban pasando bien.esperemos regresar.",Familia,2,anonimo,2025-05-20,2025-05-01,Cancun,Xoximilco Cancun By Xcaret,"Lástima!. Todo parecía ir bien, la música bien, la comida y los paisajes re lindos el barco puebla bonito. Pero el encargado animador Alberto y el capitan ángel Miguel andaban en un pleito de nunca acabar. Llegó un momento que estuvo tenso el ambiente el animador Alberto no nos ponía atención por estar en el celular y el capitán se la pasaba chocándo a propósito para hacer enojar al otro y no le importaba que la gente se asustara por los golpes y por su cara de malo.Triste por que todo iba bien opino que no los pongan juntos por qué nos arruinaron la noche al menos a mi y mi familia. aun lado teníamos un barquito donde si se la estaban pasando bien.esperemos regresar."
Una fiesta al estilo mexicano,"Este parque es increíble, mucha fiesta y diversión. En esta ocasión fui a celebrar a mi madre, acompañando de mi papá. La comida y el servicio impecable.Gracias a Isaí y Luis de la trajinera “San Luis Potosí” por hacer una noche memorable.",Familia,5,"Cancún, México",2025-05-10,2025-05-01,Cancun,Xoximilco Cancun By Xcaret,"Una fiesta al estilo mexicano. Este parque es increíble, mucha fiesta y diversión. En esta ocasión fui a celebrar a mi madre, acompañando de mi papá. La comida y el servicio impecable.Gracias a Isaí y Luis de la trajinera “San Luis Potosí” por hacer una noche memorable."
Fantástico,Me encantó fue una experiencia única divertida emocionante es algo que volvería hacer las veces que pueda gracias por los mejores días y las mejores vacaciones,Familia,5,anonimo,2025-05-06,2025-05-01,Cancun,Xoximilco Cancun By Xcaret,Fantástico. Me encantó fue una experiencia única divertida emocionante es algo que volvería hacer las veces que pueda gracias por los mejores días y las mejores vacaciones.
Mi mejor regalo de cumpleaños,"Este lugar es increíble el amor que el personal de servicio, música e interacción tiene hacia el paseo para hacer una gran experiencia 🥰 la comida es genial",Familia,5,anonimo,2025-04-28,2025-04-01,Cancun,Xoximilco Cancun By Xcaret,"Mi mejor regalo de cumpleaños. Este lugar es increíble el amor que el personal de servicio, música e interacción tiene hacia el paseo para hacer una gran experiencia 🥰 la comida es genial."
¡El mejor momento!,"Vine aquí por mi cumpleaños y lo pasé de lo mejor! Recomiendo 1000 por ciento! ¡Voy a volver! El personal, el parque, la comida era genial!",Pareja,5,anonimo,2025-04-26,2025-04-01,Cancun,Xoximilco Cancun By Xcaret,"¡El mejor momento!. Vine aquí por mi cumpleaños y lo pasé de lo mejor! Recomiendo 1000 por ciento! ¡Voy a volver! El personal, el parque, la comida era genial!."
Excelente animación,"La mejor Animación, Tony de la Trajinera de Campeche. Buena etiqueta, excelente energía y sentido del humor espectacular!",Familia,5,anonimo,2025-04-24,2025-04-01,Cancun,Xoximilco Cancun By Xcaret,"Excelente animación. La mejor Animación, Tony de la Trajinera de Campeche. Buena etiqueta, excelente energía y sentido del humor espectacular!."
Xoximilco lugar que debes visitar,"Gran ambiente familiar, cena deliciosa, el personal muy cordial, instalaciones increíbles. cuenta con accesibilidad para todos los visitantes.",Familia,5,anonimo,2025-04-19,2025-04-01,Cancun,Xoximilco Cancun By Xcaret,"Xoximilco lugar que debes visitar. Gran ambiente familiar, cena deliciosa, el personal muy cordial, instalaciones increíbles. cuenta con accesibilidad para todos los visitantes."
No te lo puedes perder,"Me encantó convivir con personas de diferentes lugares del país e internacionales, excelente calidad de alimentos, bebidas deliciosas, tequila suficiente.",Familia,5,anonimo,2025-04-18,2025-04-01,Cancun,Xoximilco Cancun By Xcaret,"No te lo puedes perder. Me encantó convivir con personas de diferentes lugares del país e internacionales, excelente calidad de alimentos, bebidas deliciosas, tequila suficiente."
Una excelente  semana y uno de las mejores noches en los parques del hotel xcaret,Una experiencia  formidable me dejo in buen sabor de boca  el como los chicos encargados de ambientar dan todo de ellos para que uno se divierta.,Familia,5,anonimo,2025-04-16,2025-04-01,Cancun,Xoximilco Cancun By Xcaret,Una excelente  semana y uno de las mejores noches en los parques del hotel xcaret. Una experiencia  formidable me dejo in buen sabor de boca  el como los chicos encargados de ambientar dan todo de ellos para que uno se divierta.
NO TE LO PUEDES PERDER,"Una de las experiencias más imperdibles que puedas tener ! Mucha música, ambiente, comida, bebida y bailes ! No recomiendo ir con bebés. Ya que el ambiente está bien activo.",Pareja,5,Inspire25927914058,2025-04-14,2025-04-01,Cancun,Xoximilco Cancun By Xcaret,"NO TE LO PUEDES PERDER. Una de las experiencias más imperdibles que puedas tener ! Mucha música, ambiente, comida, bebida y bailes ! No recomiendo ir con bebés. Ya que el ambiente está bien activo."
El mejor parque,"Me ha encantado el parque, nuestro animador de la trajinera Puebla fue el mejor, nos hizo el viaje muy divertido y que convivieramos con personas que no conocíamos pero al final, todos nos hicimos amigos Definitivamente volveríamos, quedamos enamorados de las instalaciones, comida y personal",Pareja,5,"Cancún, México",2025-04-10,2025-04-01,Cancun,Xoximilco Cancun By Xcaret,"El mejor parque. Me ha encantado el parque, nuestro animador de la trajinera Puebla fue el mejor, nos hizo el viaje muy divertido y que convivieramos con personas que no conocíamos pero al final, todos nos hicimos amigos Definitivamente volveríamos, quedamos enamorados de las instalaciones, comida y personal."
Excelente experiencia,"Excelente servicio de parte de todo el personal, son personas muy atentas a las neceisdades del cliente. En especial agradecimiento a Hector y Richie que nos amenizaron el paseo.",Familia,5,anonimo,2025-04-10,2025-04-01,Cancun,Xoximilco Cancun By Xcaret,"Excelente experiencia. Excelente servicio de parte de todo el personal, son personas muy atentas a las neceisdades del cliente. En especial agradecimiento a Hector y Richie que nos amenizaron el paseo."
Mejor tour en Cancún,Absolutamente increíble. El personal es muy amable. Muy servicial a las restricciones alimentarias y muy interactivo con hermosos paisajes. Un must do,Familia,5,susana s,2025-04-07,2025-04-01,Cancun,Xoximilco Cancun By Xcaret,Mejor tour en Cancún. Absolutamente increíble. El personal es muy amable. Muy servicial a las restricciones alimentarias y muy interactivo con hermosos paisajes. Un must do.
Vacaciones en Cancún,Primera vez en Cancún y quería experimentar la cultura y esto no decepcionó. Alejandro y Eduardo fueron excelentes anfitriones.,Familia,5,anonimo,2025-04-06,2025-04-01,Cancun,Xoximilco Cancun By Xcaret,Vacaciones en Cancún. Primera vez en Cancún y quería experimentar la cultura y esto no decepcionó. Alejandro y Eduardo fueron excelentes anfitriones.
A bailar y divertirse,"Gran ambiente, música variada que permiten convivir y pasar un momento excelente de entretenimiento en familia o con amigos, recomiendo llevar repelente ya que hay mosquitos.",Familia,5,Eduardo z,2025-04-04,2025-03-01,Cancun,Xoximilco Cancun By Xcaret,"A bailar y divertirse. Gran ambiente, música variada que permiten convivir y pasar un momento excelente de entretenimiento en familia o con amigos, recomiendo llevar repelente ya que hay mosquitos."
Decepcionada,"Decepcionada completamente en la trajinera que nos tocó se pusieron super borracho todos mexicanos, los empleados no hicieron nada por parar tanta groceria qué había de un grupo como de 6 personas 4 hombres y 2 mujeres,  lo vendieron como barra libre y bufete y pues barra libre solo bebidas enlatadas  el bufete de la comida un plato con unas porciones diminutas, desde q subimos exactamente los 2 lugares q ocupamos uno completamente sin cubiertos ni nada de lo q ponen el otro a medias a la mitad del recorrido te bajan y cuando regresas tienes dulces y café y nuevamente nuestro lugar sin nada le hacíamos señas a los empleados y ni por enterados al final tuvimos q pararnos a decirles y después lo llevaron pero la verdad  no lo recomiendo y menos cuando no controlan a las personas con el alcohol.  No lo recomiendo",Amigos,1,anonimo,2025-04-03,2025-03-01,Cancun,Xoximilco Cancun By Xcaret,"Decepcionada. Decepcionada completamente en la trajinera que nos tocó se pusieron super borracho todos mexicanos, los empleados no hicieron nada por parar tanta groceria qué había de un grupo como de 6 personas 4 hombres y 2 mujeres,  lo vendieron como barra libre y bufete y pues barra libre solo bebidas enlatadas  el bufete de la comida un plato con unas porciones diminutas, desde q subimos exactamente los 2 lugares q ocupamos uno completamente sin cubiertos ni nada de lo q ponen el otro a medias a la mitad del recorrido te bajan y cuando regresas tienes dulces y café y nuevamente nuestro lugar sin nada le hacíamos señas a los empleados y ni por enterados al final tuvimos q pararnos a decirles y después lo llevaron pero la verdad  no lo recomiendo y menos cuando no controlan a las personas con el alcohol.  No lo recomiendo."
Un noche alegré,"Fui a festejar mi cumpleaños y la pasamos super bien. La atención, alegría y ambiente por parte de Iván, Trajinera en ese momento xichen, fue de lo mejor. Claro que volvería y recomendaría.",Familia,5,anonimo,2025-04-03,2025-04-01,Cancun,Xoximilco Cancun By Xcaret,"Un noche alegré. Fui a festejar mi cumpleaños y la pasamos super bien. La atención, alegría y ambiente por parte de Iván, Trajinera en ese momento xichen, fue de lo mejor. Claro que volvería y recomendaría."
Una gran y entretenida noche 🥳,"Fue una experiencia única! Nos divertimos muchísimo celebrando el cumpleaños de mi hermano 🥳La comida es deliciosa, y te quedas muy satisfecho con ella 😋Además, el animador de las trajineras hace que te diviertas bastante 🎊Las fotos son muy buenas, ya que hay muchos spots para tomartelas, y el personal es muy amable 📷",Familia,5,Perú,2025-04-01,2025-04-01,Cancun,Xoximilco Cancun By Xcaret,"Una gran y entretenida noche 🥳. Fue una experiencia única! Nos divertimos muchísimo celebrando el cumpleaños de mi hermano 🥳La comida es deliciosa, y te quedas muy satisfecho con ella 😋Además, el animador de las trajineras hace que te diviertas bastante 🎊Las fotos son muy buenas, ya que hay muchos spots para tomartelas, y el personal es muy amable 📷."
Monica  Camila Medrano Jácquez,"Ame, súper  recomendado, 10/10, si tienes la oportunidad de ir, úsala, siempre vale la pena tanto en instalaciones y ambiente",Familia,5,Mónica J,2025-03-29,2025-03-01,Cancun,Xoximilco Cancun By Xcaret,"Monica  Camila Medrano Jácquez. Ame, súper  recomendado, 10/10, si tienes la oportunidad de ir, úsala, siempre vale la pena tanto en instalaciones y ambiente."
Excelente tour,Las vistas increíbles los empleados muy atentos solo recomendaría que los dulces fueran otros tipo de dulces y el café que nos tocó estaba muy quemado nosotros somos nacionales entonces no hay problema pero para los que prueban por primera vez se van con la idea de que ese es el sabor,Familia,5,anonimo,2025-03-25,2025-03-01,Cancun,Xoximilco Cancun By Xcaret,Excelente tour. Las vistas increíbles los empleados muy atentos solo recomendaría que los dulces fueran otros tipo de dulces y el café que nos tocó estaba muy quemado nosotros somos nacionales entonces no hay problema pero para los que prueban por primera vez se van con la idea de que ese es el sabor.
Todo súper,Todo súper bien gran atención y muy buen ambiente por parte de Walter y Jose en la trajinera  todo súper súper súper súper súper súper súper,Negocios,5,"Monterrey, México",2025-03-21,2025-03-01,Cancun,Xoximilco Cancun By Xcaret,Todo súper. Todo súper bien gran atención y muy buen ambiente por parte de Walter y Jose en la trajinera  todo súper súper súper súper súper súper súper.
Viaje de amigas en marzo! Tequilazooool,Excelente todo. Experiencia completa. Comida y bebida rica. El trato y el ambiente es muy divertido. Se pasa super bien en pareja y amistades.,Negocios,5,"San German, Puerto Rico",2025-03-20,2025-03-01,Cancun,Xoximilco Cancun By Xcaret,Viaje de amigas en marzo! Tequilazooool. Excelente todo. Experiencia completa. Comida y bebida rica. El trato y el ambiente es muy divertido. Se pasa super bien en pareja y amistades.
Experiencia unica,"Experiencia muy divertida y entretenida, consejo no se pasen con las bebidas nos tocó ver una chava que se paso de copas y al regresar al hotel casi se arma un pleito por su culpa asta la sacaron en silla de ruedas de como iba",Familia,5,"Colima, México",2025-03-13,2025-03-01,Cancun,Xoximilco Cancun By Xcaret,"Experiencia unica. Experiencia muy divertida y entretenida, consejo no se pasen con las bebidas nos tocó ver una chava que se paso de copas y al regresar al hotel casi se arma un pleito por su culpa asta la sacaron en silla de ruedas de como iba."
100% recomendable para una noche inolvidable,"Increible para pasar una noche al ritmo de la música, comida deliciosa y ambiente de fiesta al estilo mexicano!Respetan mucho si no quieres beber alcohol y tienen muchas activodades integrativas. La atencion es muy calida y amable.",Familia,5,anonimo,2025-03-11,2025-03-01,Cancun,Xoximilco Cancun By Xcaret,"100% recomendable para una noche inolvidable. Increible para pasar una noche al ritmo de la música, comida deliciosa y ambiente de fiesta al estilo mexicano!Respetan mucho si no quieres beber alcohol y tienen muchas activodades integrativas. La atencion es muy calida y amable."
Alegría - Fiesta - Maravilla Mexicana,"Celebramos el cumpleaños de mi Prima y el Día de la Mujer. Fue un ambiente muy agradable, lleno de fiesta, baile y risas.El Grupo fue excelente en la Trajinera Viva Chailing (México, Argentina, Perú, Costa Rica) todos los países juntos 🤗",Familia,5,"San Felipe, Chile",2025-03-08,2025-03-01,Cancun,Xoximilco Cancun By Xcaret,"Alegría - Fiesta - Maravilla Mexicana. Celebramos el cumpleaños de mi Prima y el Día de la Mujer. Fue un ambiente muy agradable, lleno de fiesta, baile y risas.El Grupo fue excelente en la Trajinera Viva Chailing (México, Argentina, Perú, Costa Rica) todos los países juntos 🤗."
El Gran Viaje en Trajineras,"Ni la buena comida, ni el buen tequila supera al animador de nuestra trajinera José… un grande aún siendo chico. Llevo el buen ambiente, montó una fiesta en un lugar sin espacio, con cosas simples pero repletas de su alegría, el juego de las palabras. Nos culturizó sobre la comida y dulces locales… nos mostró estaciones y nunca dejó el buen ritmo y la buena música. Desafiándonos a no dar menos que él y eso sí que fue difícil. Fue la primera noche en Cancún con mis amigas desde hace 26 años y nuestras parejas. Podríamos repetirlo sin duda",Familia,5,"Chillán, Chile",2025-03-08,2025-03-01,Cancun,Xoximilco Cancun By Xcaret,"El Gran Viaje en Trajineras. Ni la buena comida, ni el buen tequila supera al animador de nuestra trajinera José… un grande aún siendo chico. Llevo el buen ambiente, montó una fiesta en un lugar sin espacio, con cosas simples pero repletas de su alegría, el juego de las palabras. Nos culturizó sobre la comida y dulces locales… nos mostró estaciones y nunca dejó el buen ritmo y la buena música. Desafiándonos a no dar menos que él y eso sí que fue difícil. Fue la primera noche en Cancún con mis amigas desde hace 26 años y nuestras parejas. Podríamos repetirlo sin duda."
